categoria,prompt_id,prompt_num,repeticion,prompt_texto_corto,measured_energy_kwh,measured_energy_mwh,cpu_energy_mwh,gpu_energy_mwh,ram_energy_mwh,inference_time_s,completion_tokens
coding,121,1,1,Develop a Python program that reads all the text files under a directory and ret,0.00020802288918808146,208.02288918808145,63.246488082220026,100.16091513586171,44.61548596999964,69.504,1024
coding,121,1,2,Develop a Python program that reads all the text files under a directory and ret,0.00020752223077151637,207.52223077151638,62.97748509018707,99.17252415716239,45.3722215241669,69.1047,1024
coding,121,1,3,Develop a Python program that reads all the text files under a directory and ret,0.00021452868286445096,214.52868286445096,69.77119670866551,94.26496400495182,50.49252215083367,68.6037,1024
coding,121,1,4,Develop a Python program that reads all the text files under a directory and ret,0.00022265627639119184,222.65627639119185,74.01974489996879,95.20539537955676,53.431136111666525,69.0127,1024
coding,121,1,5,Develop a Python program that reads all the text files under a directory and ret,0.0002221879790295061,222.18797902950612,74.449584556976,94.29637871169606,53.44201576083378,69.0305,1024
coding,121,1,6,Develop a Python program that reads all the text files under a directory and ret,0.00021966756282161255,219.66756282161256,73.9008445642533,91.63201885069287,54.13469940666639,69.104,1024
coding,121,1,7,Develop a Python program that reads all the text files under a directory and ret,0.00020010028059145508,200.1002805914551,63.4406171165802,91.48538649654171,45.17427697833303,65.3283,1024
coding,121,1,8,Develop a Python program that reads all the text files under a directory and ret,0.00021718231809282542,217.18231809282543,72.01317755298827,91.35009341900395,53.819047120833154,68.8767,1024
coding,121,1,9,Develop a Python program that reads all the text files under a directory and ret,0.0002213703590442818,221.3703590442818,73.27856261280206,94.56268886231304,53.52910756916656,69.12,1024
coding,121,1,10,Develop a Python program that reads all the text files under a directory and ret,0.00021532360795478554,215.32360795478553,70.36101086741627,91.73313003986812,53.22946704750127,68.8663,1024
coding,121,1,11,Develop a Python program that reads all the text files under a directory and ret,0.00021554932751184633,215.54932751184634,71.2969584448147,90.13631524953095,54.11605381750064,69.2015,1024
coding,121,1,12,Develop a Python program that reads all the text files under a directory and ret,0.00021581065203820854,215.81065203820853,70.59002823044284,91.26792807609723,53.952695731668435,69.0752,1024
coding,121,1,13,Develop a Python program that reads all the text files under a directory and ret,0.00021904668253340623,219.04668253340623,73.1663521299149,91.42856102432425,54.45176937916719,69.4999,1024
coding,121,1,14,Develop a Python program that reads all the text files under a directory and ret,0.00021848158849619413,218.48158849619412,73.4555136219697,90.661941612558,54.36413326166661,69.4494,1024
coding,121,1,15,Develop a Python program that reads all the text files under a directory and ret,0.00021815965358227415,218.15965358227416,72.51889580968253,91.29995926425832,54.34079850833333,69.4011,1024
coding,122,2,1,Write a C++ program to find the nth Fibonacci number using recursion.,0.00021571743897423913,215.71743897423912,71.24636483576803,90.69476778097116,53.77630635749995,68.8588,1024
coding,122,2,2,Write a C++ program to find the nth Fibonacci number using recursion.,0.0002147576017412994,214.75760174129942,70.03128633255139,91.10146065041405,53.624854758333925,68.4645,1024
