modelo,categoria,prompt_id,prompt_num,repeticion,prompt_texto_corto,measured_energy_kwh,measured_energy_mwh,cpu_energy_mwh,gpu_energy_mwh,ram_energy_mwh,inference_time_s,completion_tokens
qwen2.5-7b-q4,reasoning,101,1,1,Imagine you are participating in a race with a group of people. If you have just,4.045649552587724e-06,4.045649552587724,1.7253265325877438,0.0,2.32032301999998,1.7791,32
qwen2.5-7b-q4,reasoning,101,1,2,Imagine you are participating in a race with a group of people. If you have just,4.119927350576278e-06,4.119927350576278,1.8060830919095963,0.0007923495000000002,2.3130519091666812,1.7703,32
qwen2.5-7b-q4,reasoning,101,1,3,Imagine you are participating in a race with a group of people. If you have just,4.083028850715971e-06,4.08302885071597,1.7561714907159889,0.0,2.326857359999982,1.7883,32
qwen2.5-7b-q4,reasoning,101,1,4,Imagine you are participating in a race with a group of people. If you have just,4.078331188635465e-06,4.078331188635465,1.7533760853021227,0.0,2.324955103333343,1.7839,32
qwen2.5-7b-q4,reasoning,101,1,5,Imagine you are participating in a race with a group of people. If you have just,4.70098612745534e-06,4.70098612745534,2.369672483826881,0.00435031029513886,2.32696333333332,1.7868,32
qwen2.5-7b-q4,reasoning,101,1,6,Imagine you are participating in a race with a group of people. If you have just,4.083503719027742e-06,4.083503719027742,1.7451867390277584,0.0,2.338316979999983,1.8006,32
qwen2.5-7b-q4,reasoning,101,1,7,Imagine you are participating in a race with a group of people. If you have just,4.000978664478427e-06,4.000978664478427,1.6757163036450962,0.0,2.3252623608333303,1.7849,32
qwen2.5-7b-q4,reasoning,101,1,8,Imagine you are participating in a race with a group of people. If you have just,4.063747168943914e-06,4.063747168943914,1.737534078110565,0.0,2.326213090833349,1.7874,32
qwen2.5-7b-q4,reasoning,101,1,9,Imagine you are participating in a race with a group of people. If you have just,3.9155023924072274e-06,3.9155023924072276,1.5927810040738968,0.0,2.3227213883333304,1.7851,32
qwen2.5-7b-q4,reasoning,101,1,10,Imagine you are participating in a race with a group of people. If you have just,4.1523183315087624e-06,4.152318331508763,1.8349680540087558,0.0,2.3173502775000068,1.7754,32
qwen2.5-7b-q4,reasoning,101,1,11,Imagine you are participating in a race with a group of people. If you have just,4.001802546413637e-06,4.001802546413637,1.6775947680803054,0.0,2.324207778333332,1.7835,32
qwen2.5-7b-q4,reasoning,101,1,12,Imagine you are participating in a race with a group of people. If you have just,3.931935216304034e-06,3.9319352163040344,1.612014106304019,0.0,2.3199211100000148,1.7786,32
qwen2.5-7b-q4,reasoning,101,1,13,Imagine you are participating in a race with a group of people. If you have just,3.9221650197093365e-06,3.9221650197093365,1.5924608880426725,0.0,2.329704131666664,1.7897,32
qwen2.5-7b-q4,reasoning,101,1,14,Imagine you are participating in a race with a group of people. If you have just,3.921250402212216e-06,3.921250402212216,1.5975055405455194,0.0,2.3237448616666967,1.7844,32
qwen2.5-7b-q4,reasoning,101,1,15,Imagine you are participating in a race with a group of people. If you have just,3.911669835764948e-06,3.9116698357649478,1.5640260385228646,0.0037704280753968603,2.343873369166687,1.8073,32
qwen2.5-7b-q4,reasoning,102,2,1,You can see a beautiful red house to your left and a hypnotic greenhouse to your,3.9350506196708445e-05,39.350506196708444,9.497703250481043,24.154492981227442,5.69830996499995,7.0157,138
qwen2.5-7b-q4,reasoning,102,2,2,You can see a beautiful red house to your left and a hypnotic greenhouse to your,3.846430492065322e-05,38.46430492065322,9.698808536943563,22.8903883612097,5.875108022499968,7.1307,138
qwen2.5-7b-q4,reasoning,102,2,3,You can see a beautiful red house to your left and a hypnotic greenhouse to your,3.7749727895259686e-05,37.74972789525969,8.551519881117748,23.29671377997521,5.901494234166715,7.1244,138
qwen2.5-7b-q4,reasoning,102,2,4,You can see a beautiful red house to your left and a hypnotic greenhouse to your,3.737988630914017e-05,37.37988630914017,8.25054240380006,23.486991024506814,5.6423528808332915,7.0152,138
qwen2.5-7b-q4,reasoning,102,2,5,You can see a beautiful red house to your left and a hypnotic greenhouse to your,3.775846857332657e-05,37.75846857332657,8.223178924894242,23.64915079426569,5.8861388541666315,7.1212,138
qwen2.5-7b-q4,reasoning,102,2,6,You can see a beautiful red house to your left and a hypnotic greenhouse to your,3.8271301753203316e-05,38.27130175320332,8.51068001958974,23.866169996946923,5.894451736666658,7.1305,138
qwen2.5-7b-q4,reasoning,102,2,7,You can see a beautiful red house to your left and a hypnotic greenhouse to your,3.6684947705613065e-05,36.68494770561306,7.714174727015972,23.326059783597092,5.644713195000009,7.0134,138
qwen2.5-7b-q4,reasoning,102,2,8,You can see a beautiful red house to your left and a hypnotic greenhouse to your,3.74171319643832e-05,37.417131964383195,8.270403027249923,23.25344067296657,5.893288264166709,7.1809,138
qwen2.5-7b-q4,reasoning,102,2,9,You can see a beautiful red house to your left and a hypnotic greenhouse to your,3.787791329532603e-05,37.877913295326024,8.179164715258247,23.79265725923434,5.906091320833441,7.1777,138
qwen2.5-7b-q4,reasoning,102,2,10,You can see a beautiful red house to your left and a hypnotic greenhouse to your,3.7459577901045894e-05,37.4595779010459,8.003980511510479,23.512344612868727,5.9432527766666965,7.2243,138
qwen2.5-7b-q4,reasoning,102,2,11,You can see a beautiful red house to your left and a hypnotic greenhouse to your,3.784513755635299e-05,37.84513755635299,8.224118427256615,23.794343713263082,5.8266754158332885,7.1724,138
qwen2.5-7b-q4,reasoning,102,2,12,You can see a beautiful red house to your left and a hypnotic greenhouse to your,3.765447535926545e-05,37.65447535926545,7.842035800536142,23.925938345396098,5.886501213333209,7.1319,138
qwen2.5-7b-q4,reasoning,102,2,13,You can see a beautiful red house to your left and a hypnotic greenhouse to your,3.727840008342927e-05,37.27840008342927,7.840742369043686,23.53134861605217,5.906309098333414,7.1766,138
qwen2.5-7b-q4,reasoning,102,2,14,You can see a beautiful red house to your left and a hypnotic greenhouse to your,3.8238621834229855e-05,38.23862183422985,9.52215320050311,22.803400370393522,5.91306826333323,7.3243,138
qwen2.5-7b-q4,reasoning,102,2,15,You can see a beautiful red house to your left and a hypnotic greenhouse to your,3.7226502658253954e-05,37.226502658253956,7.8896599074649885,23.492254660789047,5.8445880899999265,7.1306,138
qwen2.5-7b-q4,reasoning,103,3,1,"Thomas is very healthy, but he has to go to the hospital every day. What could b",6.638914796210575e-05,66.38914796210575,9.990218814685008,48.55450063742076,7.844428509999991,18.9023,366
qwen2.5-7b-q4,reasoning,103,3,2,"Thomas is very healthy, but he has to go to the hospital every day. What could b",6.518826417614582e-05,65.18826417614582,10.178201004309503,47.31477449183634,7.695288679999996,18.8206,366
qwen2.5-7b-q4,reasoning,103,3,3,"Thomas is very healthy, but he has to go to the hospital every day. What could b",6.585230057669314e-05,65.85230057669314,10.5654629344982,47.517889445528134,7.768948196666799,18.9298,366
qwen2.5-7b-q4,reasoning,103,3,4,"Thomas is very healthy, but he has to go to the hospital every day. What could b",6.744752510802554e-05,67.44752510802553,12.869816458586277,47.6883721211057,6.889336528333559,19.0454,366
qwen2.5-7b-q4,reasoning,103,3,5,"Thomas is very healthy, but he has to go to the hospital every day. What could b",6.463228673515461e-05,64.63228673515461,9.862662065154986,47.114093108332966,7.655531561666656,18.7928,366
qwen2.5-7b-q4,reasoning,103,3,6,"Thomas is very healthy, but he has to go to the hospital every day. What could b",6.428913282046241e-05,64.28913282046241,9.687298604826886,47.027359214802274,7.574475000833255,18.7578,366
qwen2.5-7b-q4,reasoning,103,3,7,"Thomas is very healthy, but he has to go to the hospital every day. What could b",6.508048787489507e-05,65.08048787489507,9.709898244145622,47.784747751582934,7.585841879166539,18.7299,366
