categoria,prompt_id,prompt_num,repeticion,prompt_texto_corto,measured_energy_kwh,measured_energy_mwh,cpu_energy_mwh,gpu_energy_mwh,ram_energy_mwh,inference_time_s,completion_tokens
roleplay,91,1,1,Pretend yourself to be Elon Musk in all the following conversations. Speak like ,0.0003016159441292771,301.6159441292771,115.28402374262544,101.96409389248372,84.36782649416824,116.006,1024
roleplay,91,1,2,Pretend yourself to be Elon Musk in all the following conversations. Speak like ,0.00029972173671047493,299.72173671047494,116.77298229587039,98.83796034877074,84.11079406583423,117.3117,1024
roleplay,91,1,3,Pretend yourself to be Elon Musk in all the following conversations. Speak like ,0.0003031975658060339,303.19756580603394,117.46649613841055,100.94223186012316,84.78883780749982,116.9648,1024
roleplay,91,1,4,Pretend yourself to be Elon Musk in all the following conversations. Speak like ,0.00030551565064276874,305.5156506427687,118.06272013716323,103.45435304060545,83.99857746500007,116.9427,1024
roleplay,91,1,5,Pretend yourself to be Elon Musk in all the following conversations. Speak like ,0.00030837342066649553,308.3734206664955,118.22971381888566,105.88670254594233,84.25700430166766,116.3272,1024
roleplay,91,1,6,Pretend yourself to be Elon Musk in all the following conversations. Speak like ,0.0003018140664633717,301.8140664633717,117.84196368294948,99.64130281458925,84.33079996583315,116.0202,1024
roleplay,91,1,7,Pretend yourself to be Elon Musk in all the following conversations. Speak like ,0.000307645733360725,307.645733360725,118.70780589210298,104.93907197528718,83.99885549333469,115.8789,1024
roleplay,91,1,8,Pretend yourself to be Elon Musk in all the following conversations. Speak like ,0.0003075168077180026,307.5168077180026,120.37340668734923,102.77739498982415,84.36600604082966,116.4858,1024
roleplay,91,1,9,Pretend yourself to be Elon Musk in all the following conversations. Speak like ,0.0003037418274818005,303.7418274818005,119.47633137169156,99.77227961844235,84.49321649166679,116.5682,1024
roleplay,91,1,10,Pretend yourself to be Elon Musk in all the following conversations. Speak like ,0.000304631934043068,304.63193404306804,118.87156076125954,101.88124495097198,83.8791283308365,115.5723,1024
roleplay,91,1,11,Pretend yourself to be Elon Musk in all the following conversations. Speak like ,0.0003152965639708139,315.2965639708139,123.18132776982938,106.29277224598361,85.82246395500077,120.3737,1024
roleplay,91,1,12,Pretend yourself to be Elon Musk in all the following conversations. Speak like ,0.00030975859353607986,309.75859353607984,120.43809355840091,105.15451070434281,84.16598927333635,116.4357,1024
roleplay,91,1,13,Pretend yourself to be Elon Musk in all the following conversations. Speak like ,0.00030368677121871504,303.686771218715,118.765938839854,101.13444699552527,83.78638538333539,116.2957,1024
roleplay,91,1,14,Pretend yourself to be Elon Musk in all the following conversations. Speak like ,0.00030905189939022085,309.05189939022085,119.08665185492012,105.8690005152991,84.09624702000126,115.8726,1024
roleplay,91,1,15,Pretend yourself to be Elon Musk in all the following conversations. Speak like ,0.0003116776055266795,311.6776055266795,120.28048404074396,107.13988600176991,84.25723548416573,116.443,1024
roleplay,92,2,1,"Embrace the role of Sheldon from ""The Big Bang Theory"" as we delve into our conv",0.0003091351507178566,309.13515071785656,121.84107411802202,102.93059504483607,84.36348155499864,116.4654,1024
