modelo,categoria,prompt_id,prompt_num,repeticion,prompt_texto_corto,measured_energy_kwh,measured_energy_mwh,cpu_energy_mwh,gpu_energy_mwh,ram_energy_mwh,inference_time_s,completion_tokens
qwen2.5-7b-q8,extraction,131,1,1,"Evaluate the following movie reviews on a scale of 1 to 5, with 1 being very neg",3.834098145487757e-06,3.834098145487757,1.543675714654412,0.0,2.2904224308333454,1.7431,13
qwen2.5-7b-q8,extraction,131,1,2,"Evaluate the following movie reviews on a scale of 1 to 5, with 1 being very neg",3.8120523254499893e-06,3.812052325449989,1.5277613187833259,0.0,2.2842910066666633,1.7358,13
qwen2.5-7b-q8,extraction,131,1,3,"Evaluate the following movie reviews on a scale of 1 to 5, with 1 being very neg",3.7462774960535424e-06,3.7462774960535423,1.459185586886866,0.0,2.2870919091666764,1.7431,13
qwen2.5-7b-q8,extraction,131,1,4,"Evaluate the following movie reviews on a scale of 1 to 5, with 1 being very neg",4.180985535378161e-06,4.180985535378161,1.8386569245448594,0.0,2.3423286108333015,1.8092,13
qwen2.5-7b-q8,extraction,131,1,5,"Evaluate the following movie reviews on a scale of 1 to 5, with 1 being very neg",3.7752544511977493e-06,3.7752544511977493,1.4895038270311056,0.0,2.2857506241666434,1.7406,13
qwen2.5-7b-q8,extraction,131,1,6,"Evaluate the following movie reviews on a scale of 1 to 5, with 1 being very neg",3.722087807226505e-06,3.722087807226505,1.4360587105598572,0.0,2.2860290966666477,1.7378,13
qwen2.5-7b-q8,extraction,131,1,7,"Evaluate the following movie reviews on a scale of 1 to 5, with 1 being very neg",3.769360970050973e-06,3.769360970050973,1.486123087550979,0.0,2.283237882499994,1.7339,13
qwen2.5-7b-q8,extraction,131,1,8,"Evaluate the following movie reviews on a scale of 1 to 5, with 1 being very neg",3.7104403212251898e-06,3.7104403212251897,1.4221480390092684,0.0036555463825757822,2.2846367358333453,1.7361,13
qwen2.5-7b-q8,extraction,131,1,9,"Evaluate the following movie reviews on a scale of 1 to 5, with 1 being very neg",3.661342071484001e-06,3.661342071484001,1.3770662031506626,0.0,2.284275868333338,1.7353,13
qwen2.5-7b-q8,extraction,131,1,10,"Evaluate the following movie reviews on a scale of 1 to 5, with 1 being very neg",3.791821959432476e-06,3.791821959432476,1.508389493599119,0.0,2.283432465833357,1.7347,13
qwen2.5-7b-q8,extraction,131,1,11,"Evaluate the following movie reviews on a scale of 1 to 5, with 1 being very neg",3.747345484745404e-06,3.747345484745404,1.4532015955787188,0.0,2.2941438891666857,1.7476,13
qwen2.5-7b-q8,extraction,131,1,12,"Evaluate the following movie reviews on a scale of 1 to 5, with 1 being very neg",3.653218537216682e-06,3.6532185372166817,1.3717984322166723,0.0,2.28142010500001,1.7324,13
qwen2.5-7b-q8,extraction,131,1,13,"Evaluate the following movie reviews on a scale of 1 to 5, with 1 being very neg",3.7306670553891203e-06,3.7306670553891204,1.4372976120558107,0.0,2.2933694433333094,1.7464,13
qwen2.5-7b-q8,extraction,131,1,14,"Evaluate the following movie reviews on a scale of 1 to 5, with 1 being very neg",3.6000586333176033e-06,3.6000586333176035,1.2812820634856392,0.0008308756652777798,2.3179456941666863,1.7801,13
qwen2.5-7b-q8,extraction,131,1,15,"Evaluate the following movie reviews on a scale of 1 to 5, with 1 being very neg",3.65063921338222e-06,3.65063921338222,1.3660928933822254,0.0,2.2845463199999942,1.7362,13
qwen2.5-7b-q8,extraction,132,2,1,"Given these categories - Literature, History, Science, and Art. Please analyze t",3.960462332901798e-06,3.960462332901798,1.8657860829018003,0.0,2.094676249999997,1.5081,8
qwen2.5-7b-q8,extraction,132,2,2,"Given these categories - Literature, History, Science, and Art. Please analyze t",3.4062345663305147e-06,3.406234566330515,1.313572692163825,0.0,2.09266187416669,1.5057,8
qwen2.5-7b-q8,extraction,132,2,3,"Given these categories - Literature, History, Science, and Art. Please analyze t",3.867819880261193e-06,3.867819880261193,1.774116129427856,0.0,2.093703750833337,1.5064,8
qwen2.5-7b-q8,extraction,132,2,4,"Given these categories - Literature, History, Science, and Art. Please analyze t",3.5358662854959525e-06,3.5358662854959526,1.443788194662641,0.0,2.0920780908333114,1.5048,8
qwen2.5-7b-q8,extraction,132,2,5,"Given these categories - Literature, History, Science, and Art. Please analyze t",3.5545777137899914e-06,3.554577713789991,1.464828998789997,0.0,2.0897487149999945,1.5022,8
qwen2.5-7b-q8,extraction,132,2,6,"Given these categories - Literature, History, Science, and Art. Please analyze t",3.4442000697964652e-06,3.4442000697964654,1.3509365281298118,0.0,2.0932635416666536,1.5065,8
qwen2.5-7b-q8,extraction,132,2,7,"Given these categories - Literature, History, Science, and Art. Please analyze t",3.531308120728217e-06,3.531308120728217,1.440501731561544,0.0,2.090806389166673,1.5035,8
qwen2.5-7b-q8,extraction,132,2,8,"Given these categories - Literature, History, Science, and Art. Please analyze t",3.3862025993084476e-06,3.3862025993084477,1.2971540926417713,0.0,2.089048506666676,1.5025,8
qwen2.5-7b-q8,extraction,132,2,9,"Given these categories - Literature, History, Science, and Art. Please analyze t",3.3261560299397365e-06,3.3261560299397366,1.2289769674397228,0.0,2.0971790625000133,1.5109,8
qwen2.5-7b-q8,extraction,132,2,10,"Given these categories - Literature, History, Science, and Art. Please analyze t",3.6208014267958086e-06,3.6208014267958086,1.5278846909624852,0.0,2.092916735833323,1.5059,8
qwen2.5-7b-q8,extraction,132,2,11,"Given these categories - Literature, History, Science, and Art. Please analyze t",3.4693517800304874e-06,3.4693517800304874,1.3721023691971646,0.0,2.097249410833323,1.5112,8
qwen2.5-7b-q8,extraction,132,2,12,"Given these categories - Literature, History, Science, and Art. Please analyze t",3.415064501520251e-06,3.415064501520251,1.3204560648535852,0.0,2.0946084366666655,1.5081,8
qwen2.5-7b-q8,extraction,132,2,13,"Given these categories - Literature, History, Science, and Art. Please analyze t",3.5091877625701553e-06,3.5091877625701553,1.420300470903466,0.0,2.088887291666689,1.5012,8
qwen2.5-7b-q8,extraction,132,2,14,"Given these categories - Literature, History, Science, and Art. Please analyze t",3.4429892364654648e-06,3.442989236465465,1.3517778822988522,0.0,2.0912113541666124,1.5041,8
qwen2.5-7b-q8,extraction,132,2,15,"Given these categories - Literature, History, Science, and Art. Please analyze t",3.4763728333183085e-06,3.4763728333183086,1.382479256651649,0.0,2.093893576666659,1.5071,8
qwen2.5-7b-q8,extraction,133,3,1,Extract the following information from the presented texts: The name of the book,3.494295999141738e-05,34.94295999141738,8.479585626414991,20.769607315835696,5.693767049166685,7.8925,81
qwen2.5-7b-q8,extraction,133,3,2,Extract the following information from the presented texts: The name of the book,3.544467575196769e-05,35.44467575196769,8.236774979652628,21.2116695906484,5.996231181666662,8.1455,81
qwen2.5-7b-q8,extraction,133,3,3,Extract the following information from the presented texts: The name of the book,3.549840096870939e-05,35.49840096870939,8.822868107403163,20.655509215472946,6.020023645833278,8.2087,81
qwen2.5-7b-q8,extraction,133,3,4,Extract the following information from the presented texts: The name of the book,3.6194010095520265e-05,36.19401009552026,9.184926118797316,20.998720781723062,6.010363194999873,8.2303,81
qwen2.5-7b-q8,extraction,133,3,5,Extract the following information from the presented texts: The name of the book,3.4699413379622255e-05,34.69941337962226,8.052963978818573,20.61733679830367,6.029112602500011,8.2224,81
qwen2.5-7b-q8,extraction,133,3,6,Extract the following information from the presented texts: The name of the book,3.484608806592958e-05,34.84608806592958,7.845760650474823,21.042019809621454,5.958307605833304,8.1383,81
qwen2.5-7b-q8,extraction,133,3,7,Extract the following information from the presented texts: The name of the book,3.548683353821383e-05,35.48683353821383,8.206025439599332,21.255098966947916,6.025709131666588,8.2256,81
qwen2.5-7b-q8,extraction,133,3,8,Extract the following information from the presented texts: The name of the book,3.5202963704800774e-05,35.20296370480077,7.972719183753792,21.24950358438044,5.980740936666535,8.1481,81
qwen2.5-7b-q8,extraction,133,3,9,Extract the following information from the presented texts: The name of the book,3.5629167248448395e-05,35.6291672484484,8.037812227602943,21.571983873345307,6.019371147500153,8.2177,81
qwen2.5-7b-q8,extraction,133,3,10,Extract the following information from the presented texts: The name of the book,3.586131506681513e-05,35.86131506681513,7.921169873650508,22.00907463649792,5.931070556666687,8.105,81
qwen2.5-7b-q8,extraction,133,3,11,Extract the following information from the presented texts: The name of the book,3.5238648081599945e-05,35.23864808159995,8.586182588789281,20.629805666144055,6.022659826666606,8.2253,81
qwen2.5-7b-q8,extraction,133,3,12,Extract the following information from the presented texts: The name of the book,3.4677643434180136e-05,34.67764343418013,7.6298531332009585,21.055925786812466,5.991864514166709,8.151,81
qwen2.5-7b-q8,extraction,133,3,13,Extract the following information from the presented texts: The name of the book,3.5125031019981356e-05,35.12503101998136,7.999303365713854,21.109256370934155,6.016471283333356,8.2151,81
qwen2.5-7b-q8,extraction,133,3,14,Extract the following information from the presented texts: The name of the book,3.531453647498033e-05,35.31453647498033,8.066046557791223,21.24337481218898,6.0051151050001295,8.214,81
qwen2.5-7b-q8,extraction,133,3,15,Extract the following information from the presented texts: The name of the book,3.4661950319434154e-05,34.661950319434155,7.833119122608487,21.082643800158955,5.746187396666707,7.9858,81
qwen2.5-7b-q8,extraction,134,4,1,"Given the following data, identify the company with the highest profit in 2021 a",1.5944789704309685e-05,15.944789704309684,6.033883547764321,1.8442148040453636,8.066691352499998,3.6473,34
qwen2.5-7b-q8,extraction,134,4,2,"Given the following data, identify the company with the highest profit in 2021 a",1.5969085731392582e-05,15.969085731392582,6.059490409988268,1.8341193830711162,8.075475938333199,3.6586,34
qwen2.5-7b-q8,extraction,134,4,3,"Given the following data, identify the company with the highest profit in 2021 a",1.4590831999775953e-05,14.590831999775952,5.433167307727399,1.1049265670485993,8.052738124999955,3.63,34
qwen2.5-7b-q8,extraction,134,4,4,"Given the following data, identify the company with the highest profit in 2021 a",1.3718506929484238e-05,13.718506929484239,5.244256910502678,0.3711005031481466,8.103149515833413,3.6976,34
qwen2.5-7b-q8,extraction,134,4,5,"Given the following data, identify the company with the highest profit in 2021 a",1.5579871265320315e-05,15.579871265320314,5.682768105080431,1.8261890985729266,8.07091406166696,3.6533,34
qwen2.5-7b-q8,extraction,134,4,6,"Given the following data, identify the company with the highest profit in 2021 a",1.4643572007460124e-05,14.643572007460124,5.7725699863851965,0.8230338602416777,8.04796816083325,3.6256,34
qwen2.5-7b-q8,extraction,134,4,7,"Given the following data, identify the company with the highest profit in 2021 a",1.4913624717239398e-05,14.913624717239399,5.746687020649666,1.0921525249230635,8.074785171666672,3.6581,34
qwen2.5-7b-q8,extraction,134,4,8,"Given the following data, identify the company with the highest profit in 2021 a",1.570305018385844e-05,15.70305018385844,3.9040507275161804,6.758332094675722,5.040667361666541,3.808,34
qwen2.5-7b-q8,extraction,134,4,9,"Given the following data, identify the company with the highest profit in 2021 a",1.5694604576046597e-05,15.694604576046597,5.839861484554584,1.7988361114918845,8.055906980000128,3.648,34
qwen2.5-7b-q8,extraction,134,4,10,"Given the following data, identify the company with the highest profit in 2021 a",1.596874022974772e-05,15.96874022974772,5.724886987381246,2.1715673065332957,8.072285935833179,3.655,34
qwen2.5-7b-q8,extraction,134,4,11,"Given the following data, identify the company with the highest profit in 2021 a",1.593516085076626e-05,15.935160850766259,6.048808892091313,1.8181355703416757,8.06821638833327,3.6505,34
qwen2.5-7b-q8,extraction,134,4,12,"Given the following data, identify the company with the highest profit in 2021 a",1.4950855305137503e-05,14.950855305137503,5.7870370127282325,1.0957476690760695,8.068070623333199,3.6502,34
qwen2.5-7b-q8,extraction,134,4,13,"Given the following data, identify the company with the highest profit in 2021 a",1.4597845996884738e-05,14.597845996884738,5.450779732028559,1.093031473189752,8.054034791666425,3.6324,34
qwen2.5-7b-q8,extraction,134,4,14,"Given the following data, identify the company with the highest profit in 2021 a",1.5587735305312564e-05,15.587735305312563,6.04598073583332,1.47067658281251,8.071077986666731,3.6536,34
qwen2.5-7b-q8,extraction,134,4,15,"Given the following data, identify the company with the highest profit in 2021 a",1.632671762464922e-05,16.32671762464922,6.051024582499909,2.204074082982765,8.071618959166548,3.6539,34
qwen2.5-7b-q8,extraction,135,5,1,"Identify the countries, their capitals, and the languages spoken in the followin",3.538997515316299e-05,35.389975153162986,8.133926957623375,21.173079408872983,6.082968786666641,8.2863,93
qwen2.5-7b-q8,extraction,135,5,2,"Identify the countries, their capitals, and the languages spoken in the followin",3.553962286273339e-05,35.53962286273339,7.965388501555368,21.455292242011343,6.118942119166679,8.299,93
qwen2.5-7b-q8,extraction,135,5,3,"Identify the countries, their capitals, and the languages spoken in the followin",3.4013969172851315e-05,34.01396917285132,7.386797050196026,20.909785072655367,5.7173870499999175,7.985,93
qwen2.5-7b-q8,extraction,135,5,4,"Identify the countries, their capitals, and the languages spoken in the followin",3.524296940203702e-05,35.24296940203702,7.851261729044353,21.343218957159475,6.048488715833192,8.2477,93
qwen2.5-7b-q8,extraction,135,5,5,"Identify the countries, their capitals, and the languages spoken in the followin",3.4922193174093165e-05,34.92219317409317,7.770928309740171,21.248233475186275,5.90303138916672,8.193,93
qwen2.5-7b-q8,extraction,135,5,6,"Identify the countries, their capitals, and the languages spoken in the followin",3.546904561245188e-05,35.46904561245188,7.986122937123647,21.440882986994822,6.042039688333412,8.2366,93
qwen2.5-7b-q8,extraction,135,5,7,"Identify the countries, their capitals, and the languages spoken in the followin",3.4680625470579755e-05,34.680625470579756,7.496477022469182,21.50050070311049,5.6836477450000675,8.0017,93
qwen2.5-7b-q8,extraction,135,5,8,"Identify the countries, their capitals, and the languages spoken in the followin",3.472325726352372e-05,34.72325726352372,7.923820048190464,20.74849200783321,6.050945207500054,8.2425,93
qwen2.5-7b-q8,extraction,135,5,9,"Identify the countries, their capitals, and the languages spoken in the followin",3.547719587037091e-05,35.477195870370906,8.143985394784767,21.218782594752753,6.114427880833375,8.3271,93
qwen2.5-7b-q8,extraction,135,5,10,"Identify the countries, their capitals, and the languages spoken in the followin",3.509163564127577e-05,35.09163564127577,7.438169977493883,21.753716637948582,5.89974902583331,8.1544,93
qwen2.5-7b-q8,extraction,135,5,11,"Identify the countries, their capitals, and the languages spoken in the followin",3.465492474930068e-05,34.654924749300676,7.823996883919587,20.787351789547852,6.043576075833243,8.2426,93
qwen2.5-7b-q8,extraction,135,5,12,"Identify the countries, their capitals, and the languages spoken in the followin",3.543870351770202e-05,35.438703517702024,7.586819344828535,21.805075735373645,6.046808437499843,8.1911,93
qwen2.5-7b-q8,extraction,135,5,13,"Identify the countries, their capitals, and the languages spoken in the followin",3.5722620094919065e-05,35.722620094919066,8.035924647626198,21.649609543126004,6.037085904166872,8.3525,93
qwen2.5-7b-q8,extraction,135,5,14,"Identify the countries, their capitals, and the languages spoken in the followin",3.4664903752019346e-05,34.66490375201935,7.388186039245113,21.52606548944088,5.750652223333361,8.0055,93
qwen2.5-7b-q8,extraction,135,5,15,"Identify the countries, their capitals, and the languages spoken in the followin",3.5769263078306016e-05,35.76926307830602,8.0659750287296,21.595696627909803,6.107591421666617,8.3189,93
