categoria,prompt_id,prompt_num,repeticion,prompt_texto_corto,measured_energy_kwh,measured_energy_mwh,cpu_energy_mwh,gpu_energy_mwh,ram_energy_mwh,inference_time_s,completion_tokens
stem,141,1,1,"In the field of quantum physics, what is superposition, and how does it relate t",0.00022170044726908448,221.70044726908446,80.36493381443117,85.98867182465318,55.346841630000014,71.8434,1024
stem,141,1,2,"In the field of quantum physics, what is superposition, and how does it relate t",0.00022006264394572783,220.06264394572784,77.47140552525902,87.68935241380191,54.90188600666674,71.0406,1024
stem,141,1,3,"In the field of quantum physics, what is superposition, and how does it relate t",0.00021936278764740326,219.36278764740325,77.74697231454215,86.8466167211941,54.76919861166691,70.8669,1024
stem,141,1,4,"In the field of quantum physics, what is superposition, and how does it relate t",0.00022174417808591639,221.7441780859164,78.64992242895511,87.85202805446146,55.24222760249976,71.6276,1024
stem,141,1,5,"In the field of quantum physics, what is superposition, and how does it relate t",0.00022083759429231836,220.83759429231836,77.4804935255906,88.24782143006128,55.10927933666644,71.3639,1024
stem,141,1,6,"In the field of quantum physics, what is superposition, and how does it relate t",0.00022092705052301716,220.92705052301716,77.17834317874,89.04398144094358,54.704725903333625,70.8574,1024
stem,141,1,7,"In the field of quantum physics, what is superposition, and how does it relate t",0.0002201130776858996,220.11307768589958,75.9275516494283,89.04943815397134,55.136087882500064,71.404,1024
stem,141,1,8,"In the field of quantum physics, what is superposition, and how does it relate t",0.00022280624839965765,222.80624839965765,76.87528604885625,91.01582322496836,54.915139125833065,71.2457,1024
stem,141,1,9,"In the field of quantum physics, what is superposition, and how does it relate t",0.00021885236418296545,218.85236418296546,73.74959041720838,90.17170987992388,54.93106388583321,71.3286,1024
stem,141,1,10,"In the field of quantum physics, what is superposition, and how does it relate t",0.0002183655921071544,218.36559210715438,73.65409766467964,89.96249291580747,54.7490015266673,71.0742,1024
stem,141,1,11,"In the field of quantum physics, what is superposition, and how does it relate t",0.00021911899951420878,219.11899951420878,72.07850193902507,92.07097038601658,54.96952718916723,71.3396,1024
stem,141,1,12,"In the field of quantum physics, what is superposition, and how does it relate t",0.00021639045429433593,216.39045429433594,73.06421002520328,88.49340867413238,54.832835595000425,71.0897,1024
stem,141,1,13,"In the field of quantum physics, what is superposition, and how does it relate t",0.00021410347013231323,214.10347013231322,72.07639493882317,86.86135588848981,55.16571930500011,71.4198,1024
stem,141,1,14,"In the field of quantum physics, what is superposition, and how does it relate t",0.0002179351777651593,217.9351777651593,73.28871080754021,89.96683761261916,54.679629344999896,70.9861,1024
stem,141,1,15,"In the field of quantum physics, what is superposition, and how does it relate t",0.0002175271184486193,217.5271184486193,71.01002066494627,91.84649410367264,54.670603680000355,70.9599,1024
stem,142,2,1,Consider a satellite that is in a circular orbit around the Earth. The speed of ,0.00021903681295745836,219.03681295745835,73.64277522043818,90.25209006202064,55.141947674999486,71.4837,1024
stem,142,2,2,Consider a satellite that is in a circular orbit around the Earth. The speed of ,0.0002212170461028257,221.2170461028257,75.3554842949611,90.78971357869877,55.071848229165816,71.6335,1024
stem,142,2,3,Consider a satellite that is in a circular orbit around the Earth. The speed of ,0.0002208421071856436,220.84210718564358,74.0519432254221,91.67071066522237,55.11945329499913,71.5805,1024
stem,142,2,4,Consider a satellite that is in a circular orbit around the Earth. The speed of ,0.0002211990745528381,221.1990745528381,74.56153189977572,91.66379316972863,54.97374948333386,71.5306,1024
stem,142,2,5,Consider a satellite that is in a circular orbit around the Earth. The speed of ,0.0002203903692933233,220.3903692933233,75.02959323990544,90.26235608591847,55.09841996749949,71.5651,1024
stem,142,2,6,Consider a satellite that is in a circular orbit around the Earth. The speed of ,0.00022430751108549888,224.30751108549887,76.90202736494587,91.61657077305281,55.78891294750007,72.6887,1024
stem,142,2,7,Consider a satellite that is in a circular orbit around the Earth. The speed of ,0.00022100324190770616,221.00324190770615,75.46442987238757,90.40195130531758,55.13686073000087,71.6937,1024
stem,142,2,8,Consider a satellite that is in a circular orbit around the Earth. The speed of ,0.00021636807564712183,216.36807564712183,73.09080042216031,88.26018821412798,55.017087010833556,71.2952,1024
stem,142,2,9,Consider a satellite that is in a circular orbit around the Earth. The speed of ,0.00021742234279712835,217.42234279712835,73.58006278135015,88.98850220577881,54.853777809999386,71.088,1024
stem,142,2,10,Consider a satellite that is in a circular orbit around the Earth. The speed of ,0.00021756870188900494,217.56870188900493,73.7617725619228,88.81140335208465,54.99552597499738,71.3598,1024
stem,142,2,11,Consider a satellite that is in a circular orbit around the Earth. The speed of ,0.00021832217739121366,218.32217739121367,74.49675167257763,88.87639992197059,54.949025796665495,71.4405,1024
stem,142,2,12,Consider a satellite that is in a circular orbit around the Earth. The speed of ,0.00021727088283472382,217.27088283472384,72.98790417404369,89.25891685484724,55.024061805833085,71.3889,1024
stem,142,2,13,Consider a satellite that is in a circular orbit around the Earth. The speed of ,0.00021763622963554536,217.63622963554536,74.67157714553578,88.20375374251186,54.76089874749771,71.0051,1024
stem,142,2,14,Consider a satellite that is in a circular orbit around the Earth. The speed of ,0.00021633192115893274,216.33192115893274,72.75941908257869,88.53481954301712,55.03768253333685,71.3876,1024
stem,142,2,15,Consider a satellite that is in a circular orbit around the Earth. The speed of ,0.0002181805530565123,218.18055305651228,74.52666403994556,88.52143150823528,55.13245750833144,71.4126,1024
stem,143,3,1,Photosynthesis is a vital process for life on Earth. Could you outline the two m,0.0002181730872523585,218.1730872523585,73.94045743099792,89.00711985969409,55.22550996166654,71.5433,1024
stem,143,3,2,Photosynthesis is a vital process for life on Earth. Could you outline the two m,0.00021956182461638476,219.56182461638477,74.61094925517295,89.8217155662106,55.129159795001215,71.5579,1024
stem,143,3,3,Photosynthesis is a vital process for life on Earth. Could you outline the two m,0.0002153201518338509,215.3201518338509,72.96003262960836,87.28261833257595,55.07750087166679,71.3098,1024
stem,143,3,4,Photosynthesis is a vital process for life on Earth. Could you outline the two m,0.00021769565248957532,217.6956524895753,74.11996766960749,88.46269537746636,55.112989442501416,71.6949,1024
stem,143,3,5,Photosynthesis is a vital process for life on Earth. Could you outline the two m,0.00021915520924365217,219.15520924365217,73.38002984280763,90.7147396100125,55.060439790832255,71.7063,1024
stem,143,3,6,Photosynthesis is a vital process for life on Earth. Could you outline the two m,0.00021731930448217723,217.31930448217724,72.91046722364797,89.40060197852986,55.00823527999915,71.4615,1024
stem,143,3,7,Photosynthesis is a vital process for life on Earth. Could you outline the two m,0.00022362270835379132,223.62270835379132,77.61597062789876,89.90165692755697,56.10508079833569,73.0949,1024
stem,143,3,8,Photosynthesis is a vital process for life on Earth. Could you outline the two m,0.00021838153495961585,218.38153495961586,74.4404909795519,88.41370836006006,55.527335620003754,72.1351,1024
stem,143,3,9,Photosynthesis is a vital process for life on Earth. Could you outline the two m,0.00021537668001626764,215.37668001626764,72.38783896745493,87.76877691547985,55.22006413333278,71.5303,1024
stem,143,3,10,Photosynthesis is a vital process for life on Earth. Could you outline the two m,0.00021792953884446314,217.92953884446314,73.53608051952548,89.12439815160447,55.269060173333166,71.8703,1024
stem,143,3,11,Photosynthesis is a vital process for life on Earth. Could you outline the two m,0.00021907725890883356,219.07725890883356,74.82135744742904,89.02046045640563,55.2354410049986,71.5734,1024
stem,143,3,12,Photosynthesis is a vital process for life on Earth. Could you outline the two m,0.00021740922452085132,217.40922452085132,74.09819239540721,88.42123483044371,54.88979729500024,71.1674,1024
stem,143,3,13,Photosynthesis is a vital process for life on Earth. Could you outline the two m,0.00021811665131955119,218.11665131955118,73.27156236986595,90.09098429301618,54.754104656669085,71.1136,1024
stem,143,3,14,Photosynthesis is a vital process for life on Earth. Could you outline the two m,0.0002157330493491577,215.7330493491577,73.01513882382581,87.61124969533229,55.1066608299997,71.4841,1024
stem,143,3,15,Photosynthesis is a vital process for life on Earth. Could you outline the two m,0.00021620455995207817,216.20455995207817,73.67778067911229,87.32878990296621,55.1979893699998,71.4291,1024
stem,144,4,1,What is the central dogma of molecular biology? What processes are involved? Who,0.0002180520182916946,218.0520182916946,74.71264762573175,88.75710816179544,54.582262504167524,70.8623,1024
stem,144,4,2,What is the central dogma of molecular biology? What processes are involved? Who,0.00021928411958306248,219.28411958306248,73.9895583393541,90.17981666204075,55.11474458166768,71.6577,1024
stem,144,4,3,What is the central dogma of molecular biology? What processes are involved? Who,0.0002188618889183939,218.8618889183939,74.90986088048658,88.8632777270765,55.08875031083068,71.4475,1024
stem,144,4,4,What is the central dogma of molecular biology? What processes are involved? Who,0.00021803061249313843,218.03061249313842,71.90207159098766,91.52008461881425,54.608456283336494,71.0302,1024
stem,144,4,5,What is the central dogma of molecular biology? What processes are involved? Who,0.0002161051303901544,216.1051303901544,73.0286935641172,88.21891366603982,54.85752315999736,71.0567,1024
stem,144,4,6,What is the central dogma of molecular biology? What processes are involved? Who,0.00021628539974066538,216.28539974066538,71.81644028480277,89.6807318550278,54.78822760083478,71.0208,1024
stem,144,4,7,What is the central dogma of molecular biology? What processes are involved? Who,0.00021752793246026858,217.52793246026857,74.25601029946284,88.48615167080492,54.78577049000099,71.0238,1024
stem,144,4,8,What is the central dogma of molecular biology? What processes are involved? Who,0.00021449971679569132,214.4997167956913,71.63559913116488,88.08464176119115,54.77947590333544,71.1053,1024
stem,144,4,9,What is the central dogma of molecular biology? What processes are involved? Who,0.0002145015822416173,214.5015822416173,70.01616592776293,89.87602071885097,54.60939559500352,70.681,1024
stem,144,4,10,What is the central dogma of molecular biology? What processes are involved? Who,0.00021598587194888443,215.98587194888444,73.4530828266416,87.7463451297412,54.78644399250168,70.8579,1024
stem,144,4,11,What is the central dogma of molecular biology? What processes are involved? Who,0.00021589371839565014,215.89371839565013,72.94922083558899,88.25864874339187,54.685848816669335,70.9107,1024
stem,144,4,12,What is the central dogma of molecular biology? What processes are involved? Who,0.00021441840931970085,214.41840931970086,72.53506551563699,87.12411248323241,54.75923132083153,71.0366,1024
stem,144,4,13,What is the central dogma of molecular biology? What processes are involved? Who,0.00021592358620379246,215.92358620379247,72.18022417455475,88.98450171506921,54.7588603141685,71.0836,1024
stem,144,4,14,What is the central dogma of molecular biology? What processes are involved? Who,0.00021848421464219333,218.48421464219334,73.55356730640302,90.32134497662435,54.60930235916596,70.881,1024
stem,144,4,15,What is the central dogma of molecular biology? What processes are involved? Who,0.00021878193989811878,218.7819398981188,73.79909929032199,90.43026911363411,54.55257149416262,70.8418,1024
stem,145,5,1,Describe the process and write out the balanced chemical equation for the reacti,0.00021845501507960607,218.45501507960606,73.03485488188528,90.35653169522539,55.063628502495405,71.5316,1024
stem,145,5,2,Describe the process and write out the balanced chemical equation for the reacti,0.0002192627994120143,219.2627994120143,74.18429571852222,89.80693598765933,55.27156770583285,71.8594,1024
stem,145,5,3,Describe the process and write out the balanced chemical equation for the reacti,0.00021935364764416783,219.35364764416784,72.47057863074606,91.7024925875863,55.18057642583547,71.5178,1024
stem,145,5,4,Describe the process and write out the balanced chemical equation for the reacti,0.00021656563437633437,216.56563437633437,72.79748786484322,88.61693609649647,55.151210414994694,71.4096,1024
stem,145,5,5,Describe the process and write out the balanced chemical equation for the reacti,0.0002189559698511873,218.9559698511873,72.91570280722945,90.5777081564579,55.462558887500094,72.0413,1024
stem,145,5,6,Describe the process and write out the balanced chemical equation for the reacti,0.00021759382835911302,217.59382835911302,72.85901183152004,89.67425434259009,55.06056218500285,71.5356,1024
stem,145,5,7,Describe the process and write out the balanced chemical equation for the reacti,0.00022011239055699287,220.11239055699286,72.11413181134802,92.62997062314615,55.36828812249874,71.9544,1024
stem,145,5,8,Describe the process and write out the balanced chemical equation for the reacti,0.00021701095053789754,217.01095053789754,72.71353665096792,89.0751578085945,55.222256078335086,71.5169,1024
stem,145,5,9,Describe the process and write out the balanced chemical equation for the reacti,0.00021499541745465824,214.99541745465825,70.30535780156237,89.51277208476189,55.17728756833397,71.6306,1024
stem,145,5,10,Describe the process and write out the balanced chemical equation for the reacti,0.0002181136819111928,218.1136819111928,73.32899467879943,89.62552271656433,55.15916451582902,71.6222,1024
stem,145,5,11,Describe the process and write out the balanced chemical equation for the reacti,0.00022012271530301713,220.12271530301712,73.90499617090998,90.74924833210488,55.468470800002066,72.0346,1024
stem,145,5,12,Describe the process and write out the balanced chemical equation for the reacti,0.00021916283495997647,219.16283495997646,73.7898835795134,90.16530121046118,55.20765017000182,71.4987,1024
stem,145,5,13,Describe the process and write out the balanced chemical equation for the reacti,0.00021706211872319942,217.06211872319943,73.01382991672092,88.7205679056427,55.32772090083579,71.6198,1024
stem,145,5,14,Describe the process and write out the balanced chemical equation for the reacti,0.00021934213651891445,219.34213651891446,73.64606319222291,90.09926176419074,55.59681156250083,72.1263,1024
stem,145,5,15,Describe the process and write out the balanced chemical equation for the reacti,0.0002213368215618953,221.3368215618953,74.94581754976652,91.11141827712756,55.279585735001255,71.8968,1024
