modelo,categoria,prompt_id,prompt_num,repeticion,prompt_texto_corto,measured_energy_kwh,measured_energy_mwh,cpu_energy_mwh,gpu_energy_mwh,ram_energy_mwh,inference_time_s,completion_tokens
qwen2.5-7b-q4,humanities,151,1,1,"Provide insights into the correlation between economic indicators such as GDP, i",0.00010023762160615892,100.23762160615891,12.532843826955238,77.80930125170386,9.895476527499813,31.9562,624
qwen2.5-7b-q4,humanities,151,1,2,"Provide insights into the correlation between economic indicators such as GDP, i",0.00010101915322503837,101.01915322503838,12.505629496348494,78.64898921702331,9.864534511666536,31.9588,624
qwen2.5-7b-q4,humanities,151,1,3,"Provide insights into the correlation between economic indicators such as GDP, i",0.00010052391018927494,100.52391018927494,12.290868001806869,79.11282690913504,9.120215278333035,32.0858,624
qwen2.5-7b-q4,humanities,151,1,4,"Provide insights into the correlation between economic indicators such as GDP, i",0.0001011753786382352,101.1753786382352,12.555275448652198,78.76079933708317,9.859303852499865,31.9408,624
qwen2.5-7b-q4,humanities,151,1,5,"Provide insights into the correlation between economic indicators such as GDP, i",0.00010099954056854537,100.99954056854537,12.27272337875806,79.57070604478739,9.156111144999956,32.0509,624
qwen2.5-7b-q4,humanities,151,1,6,"Provide insights into the correlation between economic indicators such as GDP, i",9.93315146770044e-05,99.33151467700439,11.861846930896276,77.99909201777496,9.470575728333113,31.9102,624
qwen2.5-7b-q4,humanities,151,1,7,"Provide insights into the correlation between economic indicators such as GDP, i",0.00010086480197270147,100.86480197270147,12.505752020459076,78.90939106390881,9.449658888333564,31.7858,624
qwen2.5-7b-q4,humanities,151,1,8,"Provide insights into the correlation between economic indicators such as GDP, i",0.00010076401217428452,100.76401217428452,12.322236859914327,78.896110871037,9.545664443333141,31.9137,624
qwen2.5-7b-q4,humanities,151,1,9,"Provide insights into the correlation between economic indicators such as GDP, i",0.00010246055274595214,102.46055274595214,12.753838727238366,80.12949631121406,9.577217707499699,31.9461,624
qwen2.5-7b-q4,humanities,151,1,10,"Provide insights into the correlation between economic indicators such as GDP, i",0.00010144855181928296,101.44855181928295,12.471376601734477,79.81776837838174,9.159406839166687,31.4467,624
