categoria,prompt_id,prompt_num,repeticion,prompt_texto_corto,measured_energy_kwh,measured_energy_mwh,cpu_energy_mwh,gpu_energy_mwh,ram_energy_mwh,inference_time_s,completion_tokens
coding,121,1,1,Develop a Python program that reads all the text files under a directory and ret,0.0003017007279608841,301.7007279608841,114.01359516976126,103.33591244112303,84.35122034999969,115.0839,1024
coding,121,1,2,Develop a Python program that reads all the text files under a directory and ret,0.0002981896824086565,298.1896824086565,114.95034259221622,98.90278672393963,84.33655309250041,115.0771,1024
coding,121,1,3,Develop a Python program that reads all the text files under a directory and ret,0.00030127849079045795,301.27849079045797,116.28929261198338,100.93353113014192,84.05566704833274,115.0714,1024
coding,121,1,4,Develop a Python program that reads all the text files under a directory and ret,0.00030224774722909014,302.2477472290901,115.4608536808952,103.19921749986153,83.58767604833375,112.7691,1024
coding,121,1,5,Develop a Python program that reads all the text files under a directory and ret,0.0003077135323261912,307.71353232619117,117.87825028340008,105.6288331186243,84.20644892416689,114.9453,1024
coding,121,1,6,Develop a Python program that reads all the text files under a directory and ret,0.0002998256756504228,299.8256756504228,119.52840446871349,97.19251410004125,83.10475708166793,113.8984,1024
coding,121,1,7,Develop a Python program that reads all the text files under a directory and ret,0.00030808155954677706,308.08155954677704,118.83228171614518,105.00101311146453,84.24826471916748,115.0806,1024
coding,121,1,8,Develop a Python program that reads all the text files under a directory and ret,0.00030004182685137125,300.04182685137124,118.91628960985697,97.00495338984757,84.12058385166684,114.9158,1024
coding,121,1,9,Develop a Python program that reads all the text files under a directory and ret,0.00030654923977214174,306.54923977214173,118.67700783127401,103.66956492086757,84.2026670200003,115.0728,1024
coding,121,1,10,Develop a Python program that reads all the text files under a directory and ret,0.00030468730465405794,304.6873046540579,118.05838323609036,103.04332836213347,83.58559305583411,114.4182,1024
coding,121,1,11,Develop a Python program that reads all the text files under a directory and ret,0.0003101001693784592,310.10016937845916,119.02954995997854,106.87415101014673,84.19646840833383,114.991,1024
coding,121,1,12,Develop a Python program that reads all the text files under a directory and ret,0.00030027081108415887,300.2708110841589,119.38773473591323,96.72970791324484,84.1533684350007,115.6788,1024
coding,121,1,13,Develop a Python program that reads all the text files under a directory and ret,0.00030523343628458585,305.2334362845858,119.55442116702767,101.62729501672347,84.05172010083467,114.9021,1024
coding,121,1,14,Develop a Python program that reads all the text files under a directory and ret,0.0003079234249127352,307.9234249127352,118.28120753006728,105.85671092600246,83.78550645666543,114.584,1024
coding,121,1,15,Develop a Python program that reads all the text files under a directory and ret,0.00030924261729312736,309.24261729312735,119.566576010366,105.50354347192801,84.17249781083345,115.0114,1024
coding,122,2,1,Write a C++ program to find the nth Fibonacci number using recursion.,0.0003070701155634923,307.0701155634923,118.85553562665503,104.45518296183657,83.75939697500066,114.4232,1024
coding,122,2,2,Write a C++ program to find the nth Fibonacci number using recursion.,0.00030515648867716764,305.15648867716766,120.54781143348464,100.30411744618277,84.30455979750035,115.2524,1024
coding,122,2,3,Write a C++ program to find the nth Fibonacci number using recursion.,0.0003047656926408974,304.7656926408974,117.49465022225388,103.59068825031063,83.68035416833287,114.9313,1024
coding,122,2,4,Write a C++ program to find the nth Fibonacci number using recursion.,0.0003042657005962537,304.26570059625374,118.96650513984768,101.03577386390445,84.2634215925019,115.062,1024
coding,122,2,5,Write a C++ program to find the nth Fibonacci number using recursion.,0.00030570726706735934,305.70726706735934,118.47934298429874,103.45109269806179,83.77683138499872,114.6069,1024
coding,122,2,6,Write a C++ program to find the nth Fibonacci number using recursion.,0.0003048195861570647,304.8195861570647,118.10754486787465,102.80911007418794,83.90293121500196,114.89,1024
coding,122,2,7,Write a C++ program to find the nth Fibonacci number using recursion.,0.0003077065359650692,307.7065359650692,118.24189961318382,105.78738097271628,83.67725537916917,114.5482,1024
coding,122,2,8,Write a C++ program to find the nth Fibonacci number using recursion.,0.0003049190891368176,304.9190891368176,118.8548696749672,101.82390807351715,84.24031138833317,115.0967,1024
coding,122,2,9,Write a C++ program to find the nth Fibonacci number using recursion.,0.0003077726029463814,307.7726029463814,118.7898190169073,105.3604324353096,83.62235149416472,114.4323,1024
coding,122,2,10,Write a C++ program to find the nth Fibonacci number using recursion.,0.0003128279741421606,312.8279741421606,119.9455334321113,108.84529661505145,84.03714409499797,115.297,1024
