modelo,categoria,prompt_id,prompt_num,repeticion,prompt_texto_corto,measured_energy_kwh,measured_energy_mwh,cpu_energy_mwh,gpu_energy_mwh,ram_energy_mwh,inference_time_s,completion_tokens
qwen2.5-7b-q8,math,111,1,1,"The vertices of a triangle are at points (0, 0), (-1, 1), and (3, 3). What is th",9.027601305973064e-05,90.27601305973064,11.671363433898538,69.06036174333211,9.54428788249999,32.7847,368
qwen2.5-7b-q8,math,111,1,2,"The vertices of a triangle are at points (0, 0), (-1, 1), and (3, 3). What is th",9.145094533906289e-05,91.45094533906288,11.86632711523713,69.93899905715917,9.645619166666634,32.8857,368
qwen2.5-7b-q8,math,111,1,3,"The vertices of a triangle are at points (0, 0), (-1, 1), and (3, 3). What is th",9.06994385925129e-05,90.6994385925129,12.05694586255367,69.0243929407924,9.618099789166859,32.8391,368
qwen2.5-7b-q8,math,111,1,4,"The vertices of a triangle are at points (0, 0), (-1, 1), and (3, 3). What is th",9.150244594818899e-05,91.50244594818899,11.532798415249585,70.4569452046059,9.51270232833347,32.8034,368
qwen2.5-7b-q8,math,111,1,5,"The vertices of a triangle are at points (0, 0), (-1, 1), and (3, 3). What is th",9.313566817666234e-05,93.13566817666234,12.07652603058925,71.64111440023987,9.418027745833225,32.7448,368
qwen2.5-7b-q8,math,111,1,6,"The vertices of a triangle are at points (0, 0), (-1, 1), and (3, 3). What is th",9.128721782697278e-05,91.28721782697278,11.097379213145016,71.3985701763278,8.791268437499966,32.3814,368
qwen2.5-7b-q8,math,111,1,7,"The vertices of a triangle are at points (0, 0), (-1, 1), and (3, 3). What is th",9.073613059987661e-05,90.7361305998766,10.670684863944132,71.35277174009916,8.71267399583336,32.2908,368
qwen2.5-7b-q8,math,111,1,8,"The vertices of a triangle are at points (0, 0), (-1, 1), and (3, 3). What is th",8.977354764632698e-05,89.77354764632697,11.06279823406491,69.50532312559542,9.205426286666615,31.9982,368
qwen2.5-7b-q8,math,111,1,9,"The vertices of a triangle are at points (0, 0), (-1, 1), and (3, 3). What is th",8.997224419971099e-05,89.97224419971099,11.029674512674298,69.91569305286947,9.026876634167232,31.735,368
qwen2.5-7b-q8,math,111,1,10,"The vertices of a triangle are at points (0, 0), (-1, 1), and (3, 3). What is th",8.982172705418509e-05,89.82172705418509,10.76697061366851,69.93035640718354,9.12440003333302,31.9367,368
qwen2.5-7b-q8,math,111,1,11,"The vertices of a triangle are at points (0, 0), (-1, 1), and (3, 3). What is th",9.065687301341398e-05,90.65687301341399,11.365927786161786,70.1629709180856,9.127974309166596,31.85,368
qwen2.5-7b-q8,math,111,1,12,"The vertices of a triangle are at points (0, 0), (-1, 1), and (3, 3). What is th",9.285741112658449e-05,92.85741112658448,11.67906255068845,72.05692253589646,9.121426039999584,32.5875,368
qwen2.5-7b-q8,math,111,1,13,"The vertices of a triangle are at points (0, 0), (-1, 1), and (3, 3). What is th",9.341148927352818e-05,93.41148927352818,11.475317341213808,72.92908512564735,9.007086806667058,32.5942,368
qwen2.5-7b-q8,math,111,1,14,"The vertices of a triangle are at points (0, 0), (-1, 1), and (3, 3). What is th",9.010806087891725e-05,90.10806087891724,10.548681144430335,70.47110271698662,9.088277017500275,31.9207,368
qwen2.5-7b-q8,math,111,1,15,"The vertices of a triangle are at points (0, 0), (-1, 1), and (3, 3). What is th",9.33764671633632e-05,93.3764671633632,11.621801274059075,72.38933300597078,9.365332883333414,32.075,368
qwen2.5-7b-q8,math,112,2,1,"A tech startup invests $8000 in software development in the first year, and then",5.9713972342444736e-05,59.713972342444734,9.484298322935565,42.99424669367571,7.235427325833447,17.5577,202
qwen2.5-7b-q8,math,112,2,2,"A tech startup invests $8000 in software development in the first year, and then",5.990251635616141e-05,59.902516356161414,8.941181875603052,43.76043888722542,7.200895593332937,17.5208,202
qwen2.5-7b-q8,math,112,2,3,"A tech startup invests $8000 in software development in the first year, and then",5.9184210662629804e-05,59.1842106626298,9.654465709776954,42.18429995451979,7.34544499833305,17.6419,202
qwen2.5-7b-q8,math,112,2,4,"A tech startup invests $8000 in software development in the first year, and then",5.88570509795424e-05,58.8570509795424,8.742838656389747,42.918046143153084,7.196166179999562,17.6084,202
qwen2.5-7b-q8,math,112,2,5,"A tech startup invests $8000 in software development in the first year, and then",6.133656955141402e-05,61.336569551414016,9.490529912444256,44.83274877313664,7.013290865833142,18.1693,202
qwen2.5-7b-q8,math,112,2,6,"A tech startup invests $8000 in software development in the first year, and then",6.026100417873942e-05,60.26100417873942,9.071723304904406,43.953541530501234,7.2357393433337815,17.646,202
qwen2.5-7b-q8,math,112,2,7,"A tech startup invests $8000 in software development in the first year, and then",5.966494922896916e-05,59.66494922896916,8.79045691642558,43.737451790043245,7.137040522500325,17.5028,202
qwen2.5-7b-q8,math,112,2,8,"A tech startup invests $8000 in software development in the first year, and then",6.005170862202623e-05,60.051708622026226,8.768620837426843,44.083575111265915,7.199512673333479,17.5358,202
