categoria,prompt_id,prompt_num,repeticion,prompt_texto_corto,measured_energy_kwh,measured_energy_mwh,cpu_energy_mwh,gpu_energy_mwh,ram_energy_mwh,inference_time_s,completion_tokens
humanities,151,1,1,"Provide insights into the correlation between economic indicators such as GDP, i",0.00016500598252809133,165.00598252809132,10.871559884512365,146.84577816774558,7.288644475833337,69.65,1024
humanities,151,1,2,"Provide insights into the correlation between economic indicators such as GDP, i",0.00016477230489200003,164.77230489200002,11.408367163102826,145.0398401930638,8.324097535833394,69.3734,1024
humanities,151,1,3,"Provide insights into the correlation between economic indicators such as GDP, i",0.00016434103997076637,164.34103997076636,12.543000085271741,143.12305682799516,8.674983057499666,69.0392,1024
humanities,151,1,4,"Provide insights into the correlation between economic indicators such as GDP, i",0.00016672823050785447,166.72823050785448,16.50352742637011,138.63254162231772,11.592161459166725,68.867,1024
humanities,151,1,5,"Provide insights into the correlation between economic indicators such as GDP, i",0.00016948601002251886,169.48601002251885,20.474952456775757,133.80041405824326,15.210643507499713,69.4131,1024
humanities,151,1,6,"Provide insights into the correlation between economic indicators such as GDP, i",0.00017195117381610457,171.95117381610456,22.834409456465718,132.81810710880544,16.29865725083344,69.0873,1024
humanities,151,1,7,"Provide insights into the correlation between economic indicators such as GDP, i",0.00018909293946257595,189.09293946257594,37.90647434779325,123.65486014894952,27.531604965833093,68.8357,1024
humanities,151,1,8,"Provide insights into the correlation between economic indicators such as GDP, i",0.00019553063406557128,195.5306340655713,43.04177667165477,121.01341232641614,31.475445067500235,69.0359,1024
humanities,151,1,9,"Provide insights into the correlation between economic indicators such as GDP, i",0.00019636067663436962,196.3606766343696,44.89697304588564,116.96946872931777,34.49423485916611,69.0415,1024
humanities,151,1,10,"Provide insights into the correlation between economic indicators such as GDP, i",0.00019523800565319916,195.23800565319917,42.11382193631651,121.18641073354979,31.937772983332984,69.0439,1024
humanities,151,1,11,"Provide insights into the correlation between economic indicators such as GDP, i",0.00019907880052010454,199.07880052010455,48.271695943132755,114.33903746613865,36.468067110833054,68.8964,1024
humanities,151,1,12,"Provide insights into the correlation between economic indicators such as GDP, i",0.00019171666682397847,191.71666682397847,41.45830403839418,118.71789267475106,31.5404701108334,69.037,1024
humanities,151,1,13,"Provide insights into the correlation between economic indicators such as GDP, i",0.00020015819306357747,200.15819306357747,47.7893031215768,116.36579796283259,36.00309197916808,69.6065,1024
humanities,151,1,14,"Provide insights into the correlation between economic indicators such as GDP, i",0.0001984996752421844,198.4996752421844,48.05232690797207,114.67539069254485,35.77195764166752,69.8757,1024
humanities,151,1,15,"Provide insights into the correlation between economic indicators such as GDP, i",0.00020647608080535273,206.47608080535272,54.15825399937114,112.92254666931439,39.39528013666727,70.1093,1024
humanities,152,2,1,How do the stages of life shape our understanding of time and mortality?,0.0002071032363257935,207.1032363257935,52.25594274801698,116.20599986111027,38.64129371666632,68.6379,1024
humanities,152,2,2,How do the stages of life shape our understanding of time and mortality?,0.0001983993584800652,198.3993584800652,46.287579113115115,117.45827221778354,34.65350714916647,68.8853,1024
humanities,152,2,3,How do the stages of life shape our understanding of time and mortality?,0.00020033286785814736,200.33286785814735,47.719616937384636,117.13836213742945,35.47488878333315,68.8691,1024
humanities,152,2,4,How do the stages of life shape our understanding of time and mortality?,0.00020236154685289096,202.36154685289097,49.451352275248844,115.94820492514297,36.961989652499106,68.9546,1024
humanities,152,2,5,How do the stages of life shape our understanding of time and mortality?,0.00020059365213107212,200.59365213107213,48.46518023245097,116.3937849227875,35.73468697583357,68.8881,1024
humanities,152,2,6,How do the stages of life shape our understanding of time and mortality?,0.00020424301484681104,204.24301484681104,52.02516202844034,112.64198278086967,39.57587003750102,68.4911,1024
humanities,152,2,7,How do the stages of life shape our understanding of time and mortality?,0.0001970464171529087,197.0464171529087,43.14474649169629,123.02326201537966,30.87840864583276,68.8191,1024
humanities,152,2,8,How do the stages of life shape our understanding of time and mortality?,0.00019928711744316208,199.2871174431621,47.680786580145856,114.27253638385052,37.33379447916566,68.8067,1024
humanities,152,2,9,How do the stages of life shape our understanding of time and mortality?,0.00019951626143361546,199.51626143361545,45.02237885816696,121.18837070544674,33.305511870001595,68.8274,1024
humanities,152,2,10,How do the stages of life shape our understanding of time and mortality?,0.0001954914685245088,195.4914685245088,43.22004040404294,118.73238482546608,33.53904329499982,68.6094,1024
humanities,152,2,11,How do the stages of life shape our understanding of time and mortality?,0.00019312526947548407,193.12526947548406,41.15121917909725,120.89131894221875,31.082731354168047,68.5326,1024
humanities,152,2,12,How do the stages of life shape our understanding of time and mortality?,0.000198146578801423,198.146578801423,46.3274472732188,116.31160802153904,35.507523506665095,68.9331,1024
humanities,152,2,13,How do the stages of life shape our understanding of time and mortality?,0.00019817244894551202,198.17244894551203,46.26747309639659,116.38499720495047,35.51997864416498,68.4657,1024
humanities,152,2,14,How do the stages of life shape our understanding of time and mortality?,0.00020131021332779432,201.31021332779432,48.31587398057749,117.15280386137951,35.841535485837234,68.8643,1024
humanities,152,2,15,How do the stages of life shape our understanding of time and mortality?,0.0001980915859708898,198.0915859708898,41.987034976174186,124.4562340180473,31.648316976668404,68.6065,1024
humanities,153,3,1,Discuss antitrust laws and their impact on market competition. Compare the antit,0.00019819577902411106,198.19577902411106,49.54441736474784,111.49230134602965,37.1590603133336,69.1154,1024
humanities,153,3,2,Discuss antitrust laws and their impact on market competition. Compare the antit,0.00019396889139373637,193.96889139373636,41.3960193636721,120.87003012339865,31.702841906665437,69.0533,1024
humanities,153,3,3,Discuss antitrust laws and their impact on market competition. Compare the antit,0.00019617499075966484,196.17499075966484,44.9881163579105,116.80352520008694,34.38334920166731,69.5421,1024
humanities,153,3,4,Discuss antitrust laws and their impact on market competition. Compare the antit,0.0002009739159827983,200.9739159827983,49.43321656874757,113.27751722571725,38.263182188333445,69.0826,1024
humanities,153,3,5,Discuss antitrust laws and their impact on market competition. Compare the antit,0.0002043128360215868,204.31283602158678,49.12227046782482,117.4517067695947,37.738858784167256,69.2965,1024
humanities,153,3,6,Discuss antitrust laws and their impact on market competition. Compare the antit,0.00019516512396239834,195.16512396239833,44.65867017534075,116.4373201870568,34.0691336000009,69.0558,1024
humanities,153,3,7,Discuss antitrust laws and their impact on market competition. Compare the antit,0.00020659816239936102,206.59816239936103,54.50406749821174,110.39593941198439,41.6981554891648,69.085,1024
humanities,153,3,8,Discuss antitrust laws and their impact on market competition. Compare the antit,0.0001967808280027971,196.7808280027971,46.65014105342434,115.51006267354198,34.62062427583077,68.9011,1024
humanities,153,3,9,Discuss antitrust laws and their impact on market competition. Compare the antit,0.0002014369778097425,201.4369778097425,47.79186212947749,117.559806090266,36.08530958999911,68.8788,1024
humanities,153,3,10,Discuss antitrust laws and their impact on market competition. Compare the antit,0.00019769121180821382,197.6912118082138,46.31331740657257,117.26273575414024,34.11515864750109,69.0651,1024
humanities,153,3,11,Discuss antitrust laws and their impact on market competition. Compare the antit,0.00019627275120319562,196.2727512031956,45.61013135945108,116.81505418541295,33.84756565833147,69.4158,1024
humanities,153,3,12,Discuss antitrust laws and their impact on market competition. Compare the antit,0.0001986044369983714,198.6044369983714,48.74670968058711,114.62537790861674,35.232349409167604,68.8332,1024
humanities,153,3,13,Discuss antitrust laws and their impact on market competition. Compare the antit,0.00019746816571359553,197.46816571359554,47.239050189600654,115.35759673649447,34.87151878750031,68.9373,1024
humanities,153,3,14,Discuss antitrust laws and their impact on market competition. Compare the antit,0.0002013066644001209,201.30666440012092,48.78544989151759,115.69346471943946,36.82774978916389,68.9946,1024
humanities,153,3,15,Discuss antitrust laws and their impact on market competition. Compare the antit,0.0002019882223027914,201.9882223027914,49.503482822454444,115.10878132283892,37.375958157498026,69.0729,1024
