categoria,prompt_id,prompt_num,repeticion,prompt_texto_corto,measured_energy_kwh,measured_energy_mwh,cpu_energy_mwh,gpu_energy_mwh,ram_energy_mwh,inference_time_s,completion_tokens
stem,141,1,1,"In the field of quantum physics, what is superposition, and how does it relate t",0.000303837129846132,303.837129846132,116.90178107710346,103.05152515236182,83.88382361666672,114.2461,1024
stem,141,1,2,"In the field of quantum physics, what is superposition, and how does it relate t",0.0003025611043588664,302.56110435886643,118.09281357606723,100.3809846761323,84.08730610666689,114.5199,1024
stem,141,1,3,"In the field of quantum physics, what is superposition, and how does it relate t",0.0003014288877174222,301.4288877174222,117.8320395430758,99.16490431601329,84.43194385833291,114.364,1024
stem,141,1,4,"In the field of quantum physics, what is superposition, and how does it relate t",0.0003112359318391068,311.2359318391068,120.35195850386783,106.76676216023955,84.11721117499943,114.3852,1024
stem,141,1,5,"In the field of quantum physics, what is superposition, and how does it relate t",0.0003042333036624418,304.2333036624418,118.26064237310933,102.03769538683072,83.93496590250172,114.2848,1024
stem,141,1,6,"In the field of quantum physics, what is superposition, and how does it relate t",0.0003112229514674138,311.2229514674138,120.0242520984067,107.09126756150832,84.10743180749854,114.067,1024
stem,141,1,7,"In the field of quantum physics, what is superposition, and how does it relate t",0.00030598499098392695,305.98499098392693,118.64931277179475,103.10141019463245,84.23426801749936,114.8845,1024
stem,141,1,8,"In the field of quantum physics, what is superposition, and how does it relate t",0.0003069827853016923,306.9827853016923,120.20100754090744,102.93930702495207,83.84247073583288,114.3241,1024
stem,141,1,9,"In the field of quantum physics, what is superposition, and how does it relate t",0.00031110140033355064,311.10140033355066,119.84687909461049,107.16074005644053,84.09378118249931,114.3674,1024
stem,141,1,10,"In the field of quantum physics, what is superposition, and how does it relate t",0.0003111844092082339,311.1844092082339,119.57584262569762,107.75150932503564,83.85705725750074,114.3564,1024
stem,141,1,11,"In the field of quantum physics, what is superposition, and how does it relate t",0.0003121674290443757,312.1674290443757,119.45379312614877,109.01649581822879,83.69714009999808,114.2898,1024
stem,141,1,12,"In the field of quantum physics, what is superposition, and how does it relate t",0.00031146670250086666,311.46670250086663,118.18372171088927,109.5250726633107,83.75790812666686,114.2862,1024
stem,141,1,13,"In the field of quantum physics, what is superposition, and how does it relate t",0.00029883897696227475,298.8389769622747,117.85904316572388,96.91302057154934,84.06691322500176,114.5124,1024
stem,141,1,14,"In the field of quantum physics, what is superposition, and how does it relate t",0.00031065830116049087,310.65830116049085,116.81494015365827,109.70639430766624,84.13696669916632,114.6221,1024
stem,141,1,15,"In the field of quantum physics, what is superposition, and how does it relate t",0.00031061803715609675,310.61803715609676,116.69504937210111,110.20904538566334,83.71394239833198,114.5839,1024
stem,142,2,1,Consider a satellite that is in a circular orbit around the Earth. The speed of ,0.0003101710610393374,310.1710610393374,117.26204992425744,109.05534125424644,83.85366986083378,114.6065,1024
stem,142,2,2,Consider a satellite that is in a circular orbit around the Earth. The speed of ,0.0003130067944388114,313.0067944388114,119.0350357337159,109.74038846509814,84.23137023999706,115.3635,1024
stem,142,2,3,Consider a satellite that is in a circular orbit around the Earth. The speed of ,0.0003087174795824467,308.7174795824467,117.22787705141313,107.28038224770127,84.20922028333241,115.0887,1024
stem,142,2,4,Consider a satellite that is in a circular orbit around the Earth. The speed of ,0.00030760602720997145,307.60602720997144,116.58710640564728,107.10555112349068,83.91336968083354,115.0903,1024
stem,142,2,5,Consider a satellite that is in a circular orbit around the Earth. The speed of ,0.00030326120752869105,303.26120752869105,114.80926402568652,104.67205364550536,83.77988985749879,114.9176,1024
stem,142,2,6,Consider a satellite that is in a circular orbit around the Earth. The speed of ,0.0003099459397935296,309.94593979352965,116.29843232983909,109.54275749535495,84.10474996833581,115.5107,1024
stem,142,2,7,Consider a satellite that is in a circular orbit around the Earth. The speed of ,0.0003041983447926356,304.1983447926356,115.5919135674737,104.5724640376621,84.03396718749985,114.8103,1024
stem,142,2,8,Consider a satellite that is in a circular orbit around the Earth. The speed of ,0.00031161250332671257,311.61250332671256,116.6224963420717,111.19738427797294,83.79262270666797,114.392,1024
stem,142,2,9,Consider a satellite that is in a circular orbit around the Earth. The speed of ,0.00030244651764166466,302.4465176416647,114.38958883242023,104.14075178924587,83.91617701999846,114.6418,1024
stem,142,2,10,Consider a satellite that is in a circular orbit around the Earth. The speed of ,0.0003091705042237878,309.17050422378776,116.82501112313928,108.57063639648148,83.77485670416677,115.3823,1024
stem,142,2,11,Consider a satellite that is in a circular orbit around the Earth. The speed of ,0.00030707804863980206,307.07804863980203,116.75295953547636,106.4604634059937,83.8646256983316,114.5304,1024
stem,142,2,12,Consider a satellite that is in a circular orbit around the Earth. The speed of ,0.000310430445456629,310.430445456629,117.06362255074441,109.21446961088405,84.15235329500054,114.9972,1024
stem,142,2,13,Consider a satellite that is in a circular orbit around the Earth. The speed of ,0.0003057406752015344,305.74067520153443,115.84265706664293,105.76796880238906,84.13004933250248,114.8205,1024
stem,142,2,14,Consider a satellite that is in a circular orbit around the Earth. The speed of ,0.0003108407707175142,310.8407707175142,116.15590433550565,110.91097343033978,83.77389295166876,114.4603,1024
stem,142,2,15,Consider a satellite that is in a circular orbit around the Earth. The speed of ,0.0003106549521190388,310.6549521190388,115.09328692028646,111.63582169708742,83.92584350166467,114.8303,1024
stem,143,3,1,Photosynthesis is a vital process for life on Earth. Could you outline the two m,0.0003050458823710032,305.0458823710032,115.61671535100027,105.31026136416857,84.11890565583457,114.9303,1024
stem,143,3,2,Photosynthesis is a vital process for life on Earth. Could you outline the two m,0.0003109430417930792,310.9430417930792,116.50324395433833,110.56427273457517,83.87552510416602,114.6342,1024
stem,143,3,3,Photosynthesis is a vital process for life on Earth. Could you outline the two m,0.0003123075768186102,312.3075768186102,116.81295156456493,111.42667430904655,84.0679509449986,115.0756,1024
stem,143,3,4,Photosynthesis is a vital process for life on Earth. Could you outline the two m,0.00030929628094694195,309.296280946942,114.86663586337599,111.0379787602392,83.39166632332687,114.2899,1024
stem,143,3,5,Photosynthesis is a vital process for life on Earth. Could you outline the two m,0.0003074621107252683,307.4621107252683,116.52352782468189,106.75150904892473,84.18707385166192,114.8995,1024
stem,143,3,6,Photosynthesis is a vital process for life on Earth. Could you outline the two m,0.00031049913345619623,310.4991334561962,115.2636728515492,111.56451719547862,83.67094340916839,114.4665,1024
stem,143,3,7,Photosynthesis is a vital process for life on Earth. Could you outline the two m,0.00030924367977773584,309.24367977773585,113.38412051748526,112.35058839608644,83.50897086416428,114.5476,1024
stem,143,3,8,Photosynthesis is a vital process for life on Earth. Could you outline the two m,0.00031260144357857494,312.60144357857496,117.6997401241511,110.65899915525944,84.24270429916459,114.9256,1024
stem,143,3,9,Photosynthesis is a vital process for life on Earth. Could you outline the two m,0.0003075278689495892,307.52786894958916,115.9218687946393,107.72659383744693,83.87940631750324,114.8739,1024
stem,143,3,10,Photosynthesis is a vital process for life on Earth. Could you outline the two m,0.00030236176124326267,302.36176124326266,115.63352928593159,102.82802703233037,83.90020492500068,114.8559,1024
stem,143,3,11,Photosynthesis is a vital process for life on Earth. Could you outline the two m,0.00030991724705484874,309.91724705484876,115.04177569006784,111.03154704728443,83.84392431749653,114.5636,1024
stem,143,3,12,Photosynthesis is a vital process for life on Earth. Could you outline the two m,0.0003056336025713888,305.6336025713888,117.73567104110273,103.35426087445438,84.54367065583179,115.4445,1024
