timestamp,model,quantization,device,prompt_id,prompt_text,paper_reference,repetition,inference_time_s,tokens_generated,tokens_per_second,cpu_power_w,gpu_power_w,ram_power_w,cpu_energy_wh,gpu_energy_wh,ram_energy_wh,total_energy_wh,emissions_kg_co2,emissions_mg_co2,carbon_intensity,duration_s,country_iso_code,cpu_count,cpu_model,gpu_count,gpu_model,ram_total_gb,tokens_input,tokens_output,tokens_total,energy_per_token,energy_per_1k_tokens,tokens_per_joule,latency_per_token_ms,n_gpu_layers,n_threads,n_batch,seed,macos_version,llama_cpp_version,python_version,cpu_freq_mhz,cpu_percent,ram_used_gb,ram_percent,llama_cpp_commit,metal_backend,prompt_template,warmup_done
2026-06-21T17:51:01.375991,llama-2-7b,q4,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,1,12.08250379562378,256,21.187661459102696,0.13780338578315582,0.0,3.0000587615895378,0.00046250275882633006,0.0,0.010068950381666657,0.010531453140492988,2.5017466935241094e-07,0.25017466935241095,26,12.08250379562378,PRY,10,Apple M4,1,Apple M4,16.0,31,256,287,4.1138488830050736e-05,0.04113848883005074,6752.260126163589,47.19728045165539,0,8,512,42,15.6.1,0.3.21,3.13.5,4,54.7,8.135696411132812,55.6,Version: 0.3.21,no,plain_text_no_template,yes
2026-06-21T17:51:16.746386,llama-2-7b,q4,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,2,11.252754211425781,256,22.74998593144989,0.06220186805595508,0.0,3.0000748474291137,0.00019442842575699982,0.0,0.00937752913166681,0.009571957557423811,2.2738185177660261e-07,0.2273818517766026,26,11.252754211425781,PRY,10,Apple M4,1,Apple M4,16.0,31,256,287,3.739045920868676e-05,0.03739045920868676,7429.108485333683,43.95607113838196,0,8,512,42,15.6.1,0.3.21,3.13.5,4,62.9,8.360488891601562,57.0,Version: 0.3.21,no,plain_text_no_template,yes
2026-06-21T17:51:31.470756,llama-2-7b,q4,cpu,2,A farmer has 17 sheep. All but 9 die. How many sheep does the farmer have left? Explain your answer.,Zheng et al. 2023,1,11.625908851623535,256,22.019783852360938,0.06669912975712276,0.0,2.999944967496388,0.00021539944528858895,0.0,0.00968807965333326,0.009903479098621848,2.35257145987762e-07,0.23525714598776198,26,11.625908851623535,PRY,10,Apple M4,1,Apple M4,16.0,31,256,287,3.8685465228991595e-05,0.03868546522899159,7180.417144618078,45.413706451654434,0,8,512,42,15.6.1,0.3.21,3.13.5,4,65.9,8.304672241210938,56.7,Version: 0.3.21,no,plain_text_no_template,yes
2026-06-21T17:51:48.790739,llama-2-7b,q4,cpu,2,A farmer has 17 sheep. All but 9 die. How many sheep does the farmer have left? Explain your answer.,Zheng et al. 2023,2,11.198381900787354,256,22.86044557758838,0.0635011020498411,0.0011223038243691429,3.000034529420527,0.00019753044218749757,3.491107453888844e-06,0.009332092326666649,0.009533113876308034,2.2645912013169736e-07,0.22645912013169736,26,11.198381900787354,PRY,10,Apple M4,1,Apple M4,16.0,31,256,287,3.723872607932826e-05,0.03723872607932826,7459.379173875019,43.7436792999506,0,8,512,42,15.6.1,0.3.21,3.13.5,4,53.6,8.245376586914062,56.4,Version: 0.3.21,no,plain_text_no_template,yes
2026-06-21T17:51:59.984424,llama-2-7b,q4,gpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,1,1.619013786315918,34,21.000438839602065,0.05741286102467588,0.0,3.000610567408641,2.5820059308552803e-05,0.0,0.001349452743333283,0.0013752728026418359,3.266960542675681e-08,0.03266960542675681,26,1.619013786315918,PRY,10,Apple M4,1,Apple M4,16.0,31,34,65,4.0449200077701055e-05,0.04044920007770106,6867.324378335776,47.61805253870347,-1,8,512,42,15.6.1,0.3.21,3.13.5,4,4.2,7.58111572265625,52.2,Version: 0.3.21,yes,plain_text_no_template,yes
2026-06-21T17:52:04.708902,llama-2-7b,q4,gpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,2,1.3588411808013916,31,22.81355646118806,0.04810394488040196,0.0,3.0001738309068635,1.8157117017358462e-05,0.0,0.0011324332641663658,0.0011505903811837245,2.733227450501937e-08,0.02733227450501937,26,1.3588411808013916,PRY,10,Apple M4,1,Apple M4,16.0,31,31,62,3.711581874786208e-05,0.03711581874786209,7484.080565884814,43.833586477464245,-1,8,512,42,15.6.1,0.3.21,3.13.5,4,5.0,7.5822601318359375,52.2,Version: 0.3.21,yes,plain_text_no_template,yes
2026-06-21T17:52:19.130068,llama-2-7b,q4,gpu,2,A farmer has 17 sheep. All but 9 die. How many sheep does the farmer have left? Explain your answer.,Zheng et al. 2023,1,11.07076096534729,256,23.12397501863769,0.1542973035545441,0.3122986650915498,2.9999401443998877,0.0004744968236805524,0.0009603844086182211,0.00922545006916683,0.010660331301465605,2.532361700663154e-07,0.25323617006631544,26,11.07076096534729,PRY,10,Apple M4,1,Apple M4,16.0,31,256,287,4.164191914635002e-05,0.041641919146350015,6670.628623083657,43.24516002088785,-1,8,512,42,15.6.1,0.3.21,3.13.5,4,5.9,8.101043701171875,55.4,Version: 0.3.21,yes,plain_text_no_template,yes
2026-06-21T17:52:36.479644,llama-2-7b,q4,gpu,2,A farmer has 17 sheep. All but 9 die. How many sheep does the farmer have left? Explain your answer.,Zheng et al. 2023,2,10.922138929367065,256,23.438632456109502,0.04790020826118662,0.0010171946433155251,3.0000047574838273,0.00014532575815952675,3.08609478125004e-06,0.009101796875000142,0.00925020872794092,2.1973870833223653e-07,0.21973870833223652,26,10.922138929367065,PRY,10,Apple M4,1,Apple M4,16.0,31,256,287,3.613362784351922e-05,0.03613362784351922,7687.514217524075,42.6646051928401,-1,8,512,42,15.6.1,0.3.21,3.13.5,4,2.4,8.093658447265625,55.4,Version: 0.3.21,yes,plain_text_no_template,yes
2026-06-21T17:53:20.867950,llama-2-7b,q8,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,1,19.527741193771362,256,13.10955514310353,9.927905097642636,0.0,2.523735676183563,0.05385265592863577,0.0,0.013689682535000051,0.06754233846363583,1.6044682502036691e-06,1.6044682502036691,26,19.527741193771362,PRY,10,Apple M4,1,Apple M4,16.0,31,256,287,0.00026383725962357747,0.26383725962357746,1052.8375642397498,76.28023903816938,0,8,512,42,15.6.1,0.3.21,3.13.5,4,39.5,7.9553070068359375,59.3,Version: 0.3.21,no,plain_text_no_template,yes
2026-06-21T17:53:44.851232,llama-2-7b,q8,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,2,17.83106303215027,256,14.35696792380912,10.926225878728383,0.0,5.524603648160626,0.05411839509642146,0.0,0.027363765521666517,0.08148216061808798,1.93560872548268e-06,1.93560872548268,26,17.83106303215027,PRY,10,Apple M4,1,Apple M4,16.0,31,256,287,0.0003182896899144062,0.3182896899144062,872.7199987297018,69.65258996933699,0,8,512,42,15.6.1,0.3.21,3.13.5,4,61.6,7.9135589599609375,59.3,Version: 0.3.21,no,plain_text_no_template,yes
2026-06-21T17:54:07.145132,llama-2-7b,q8,cpu,2,A farmer has 17 sheep. All but 9 die. How many sheep does the farmer have left? Explain your answer.,Zheng et al. 2023,1,18.18178677558899,256,14.080024321025897,10.536288116389137,0.0,2.479080105290639,0.05321348442732206,0.0,0.012520584964999748,0.0657340693923218,1.5615128184146045e-06,1.5615128184146045,26,18.18178677558899,PRY,10,Apple M4,1,Apple M4,16.0,31,256,287,0.00025677370856375706,0.25677370856375703,1081.7999215398852,71.02260459214449,0,8,512,42,15.6.1,0.3.21,3.13.5,4,67.4,7.72833251953125,57.7,Version: 0.3.21,no,plain_text_no_template,yes
2026-06-21T17:54:31.288981,llama-2-7b,q8,cpu,2,A farmer has 17 sheep. All but 9 die. How many sheep does the farmer have left? Explain your answer.,Zheng et al. 2023,2,17.80046272277832,256,14.381648611438072,11.352359747516589,0.0,5.52893013399372,0.056132571250343925,0.0,0.027338198540833598,0.08347076979117753,1.982848136389422e-06,1.9828481363894221,26,17.80046272277832,PRY,10,Apple M4,1,Apple M4,16.0,31,256,287,0.0003260576944967872,0.32605769449678723,851.9283012366232,69.53305751085281,0,8,512,42,15.6.1,0.3.21,3.13.5,4,60.6,7.7206573486328125,57.6,Version: 0.3.21,no,plain_text_no_template,yes
2026-06-21T17:55:00.399305,llama-2-7b,q8,gpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,1,18.180341005325317,256,14.081144018421515,0.14210231957496883,8.954012790854604,2.5395146665552626,0.0007176301743112911,0.045218612751050366,0.012824789618333247,0.0587610325436949,1.3958683280754723e-06,1.3958683280754722,26,18.180341005325317,PRY,10,Apple M4,1,Apple M4,16.0,31,256,287,0.0002295352833738082,0.2295352833738082,1210.17463500548,71.01695705205202,-1,8,512,42,15.6.1,0.3.21,3.13.5,4,4.0,9.191909790039062,66.6,Version: 0.3.21,yes,plain_text_no_template,yes
2026-06-21T17:55:24.790084,llama-2-7b,q8,gpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,2,17.963812828063965,256,14.250872153380714,0.14870214629704662,9.22589654908277,2.5348646781634416,0.0007420159786698696,0.04603674410522336,0.012648842950832961,0.0594276030347262,1.4117027100899207e-06,1.4117027100899207,26,17.963812828063965,PRY,10,Apple M4,1,Apple M4,16.0,31,256,287,0.0002321390743543992,0.2321390743543992,1196.600695295715,70.17114385962486,-1,8,512,42,15.6.1,0.3.21,3.13.5,4,2.1,9.143600463867188,66.3,Version: 0.3.21,yes,plain_text_no_template,yes
2026-06-21T17:55:48.589073,llama-2-7b,q8,gpu,2,A farmer has 17 sheep. All but 9 die. How many sheep does the farmer have left? Explain your answer.,Zheng et al. 2023,1,19.36350178718567,256,13.22074916064072,1.655460566479724,10.283395967775876,2.559930554957968,0.008904309343790426,0.055311821166768346,0.01376922774333328,0.07798535825389204,1.8525421853212054e-06,1.8525421853212054,26,19.36350178718567,PRY,10,Apple M4,1,Apple M4,16.0,31,256,287,0.00030463030567926577,0.30463030567926574,911.8520797147476,75.63867885619402,-1,8,512,42,15.6.1,0.3.21,3.13.5,4,9.3,10.050552368164062,71.7,Version: 0.3.21,yes,plain_text_no_template,yes
2026-06-21T17:56:13.185978,llama-2-7b,q8,gpu,2,A farmer has 17 sheep. All but 9 die. How many sheep does the farmer have left? Explain your answer.,Zheng et al. 2023,2,18.140772104263306,256,14.111858002991882,0.5759778485933242,8.878352613753835,2.532271269159735,0.0029024119134542694,0.04473893650761077,0.012760376666666767,0.060401725087731804,1.434842979459069e-06,1.434842979459069,26,18.140772104263306,PRY,10,Apple M4,1,Apple M4,16.0,31,256,287,0.00023594423862395236,0.23594423862395236,1177.302651668048,70.86239103227854,-1,8,512,42,15.6.1,0.3.21,3.13.5,4,16.6,10.061447143554688,71.5,Version: 0.3.21,yes,plain_text_no_template,yes
2026-06-21T17:56:39.130925,qwen2.5-7b,q4,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,1,12.482384204864502,242,19.387321847190886,0.31950349821857205,0.0,3.000018276589005,0.001107823727656238,0.0,0.010402050208333171,0.01150987393598941,2.734170553494284e-07,0.2734170553494284,26,12.482384204864502,PRY,10,Apple M4,1,Apple M4,16.0,27,242,269,4.756146254541078e-05,0.047561462545410785,5840.396045696889,51.58010002010125,0,8,512,42,15.6.1,0.3.21,3.13.5,4,54.9,8.126937866210938,59.3,Version: 0.3.21,no,plain_text_no_template,yes
2026-06-21T17:56:54.332139,qwen2.5-7b,q4,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,2,11.991633176803589,242,20.180737388475215,0.1736977902719412,0.0,2.9999470020970542,0.000578588940156245,0.0,0.009992851110833196,0.01057144005098944,2.5112455841125414e-07,0.25112455841125414,26,11.991633176803589,PRY,10,Apple M4,1,Apple M4,16.0,27,242,269,4.3683636574336526e-05,0.04368363657433653,6358.851953753502,49.55220320993219,0,8,512,42,15.6.1,0.3.21,3.13.5,4,80.5,8.10791015625,59.1,Version: 0.3.21,no,plain_text_no_template,yes
2026-06-21T17:57:07.989774,qwen2.5-7b,q4,cpu,2,A farmer has 17 sheep. All but 9 die. How many sheep does the farmer have left? Explain your answer.,Zheng et al. 2023,1,7.420088052749634,137,18.463392755727803,0.15930499662029846,0.0,3.0000723497817257,0.0003283491950459993,0.0,0.006183555833333306,0.006511905028379306,1.546903039491504e-07,0.1546903039491504,26,7.420088052749634,PRY,10,Apple M4,1,Apple M4,16.0,27,137,164,4.753215349181975e-05,0.04753215349181975,5843.997323318901,54.16122666240609,0,8,512,42,15.6.1,0.3.21,3.13.5,4,56.6,8.066055297851562,58.8,Version: 0.3.21,no,plain_text_no_template,yes
2026-06-21T17:57:18.650796,qwen2.5-7b,q4,cpu,2,A farmer has 17 sheep. All but 9 die. How many sheep does the farmer have left? Explain your answer.,Zheng et al. 2023,2,6.449063062667847,137,21.24339592724123,0.19071293879993373,0.0,3.0001765081200444,0.0003416443803298573,0.0,0.005374535416666883,0.00571617979699674,1.3578785107765756e-07,0.13578785107765756,26,6.449063062667847,PRY,10,Apple M4,1,Apple M4,16.0,27,137,164,4.1723940124063796e-05,0.041723940124063795,6657.515492348544,47.07345301217406,0,8,512,42,15.6.1,0.3.21,3.13.5,4,60.5,8.060562133789062,58.8,Version: 0.3.21,no,plain_text_no_template,yes
2026-06-21T17:57:39.147895,qwen2.5-7b,q4,gpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,1,11.764412879943848,252,21.420533482772733,0.16139747957935718,0.0,2.999944726112744,0.000527429607653851,0.0,0.009803496770833439,0.010330926378487289,2.4541115612096555e-07,0.24541115612096556,26,11.764412879943848,PRY,10,Apple M4,1,Apple M4,16.0,27,252,279,4.0995739597171785e-05,0.04099573959717178,6775.771836470079,46.68417809501527,-1,8,512,42,15.6.1,0.3.21,3.13.5,4,12.7,7.9229736328125,57.9,Version: 0.3.21,yes,plain_text_no_template,yes
2026-06-21T17:57:57.292078,qwen2.5-7b,q4,gpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,2,11.658488988876343,252,21.61515100631304,0.17710065210601206,0.0,3.0000019006212058,0.0005735350006946559,0.0,0.009715413645833452,0.010288948646528108,2.4441397509827517e-07,0.24441397509827517,26,11.658488988876343,PRY,10,Apple M4,1,Apple M4,16.0,27,252,279,4.082916129574646e-05,0.040829161295746465,6803.41620945117,46.26384519395374,-1,8,512,42,15.6.1,0.3.21,3.13.5,4,12.8,7.916473388671875,57.8,Version: 0.3.21,yes,plain_text_no_template,yes
2026-06-21T17:58:13.677198,qwen2.5-7b,q4,gpu,2,A farmer has 17 sheep. All but 9 die. How many sheep does the farmer have left? Explain your answer.,Zheng et al. 2023,1,11.961447954177856,256,21.402091200052844,0.18597769947751558,0.0,2.9996325602427127,0.0006179340480383424,0.0,0.009966652430833467,0.01058458647887181,2.5143685180559985e-07,0.2514368518055998,26,11.961447954177856,PRY,10,Apple M4,1,Apple M4,16.0,27,256,283,4.134604093309301e-05,0.041346040933093006,6718.364600549865,46.72440607100725,-1,8,512,42,15.6.1,0.3.21,3.13.5,4,14.0,8.044845581054688,58.6,Version: 0.3.21,yes,plain_text_no_template,yes
2026-06-21T17:58:28.897221,qwen2.5-7b,q4,gpu,2,A farmer has 17 sheep. All but 9 die. How many sheep does the farmer have left? Explain your answer.,Zheng et al. 2023,2,11.811288118362427,256,21.674181294587967,0.17188969292654507,0.0,2.9998108711712397,0.0005639551910367411,0.0,0.00984211958333314,0.01040607477436988,2.471963062651565e-07,0.2471963062651565,26,11.811288118362427,PRY,10,Apple M4,1,Apple M4,16.0,27,256,283,4.0648729587382345e-05,0.040648729587382346,6833.615234656729,46.13784421235323,-1,8,512,42,15.6.1,0.3.21,3.13.5,4,12.9,7.9649200439453125,58.1,Version: 0.3.21,yes,plain_text_no_template,yes
