timestamp,model,quantization,device,prompt_id,prompt_text,paper_reference,repetition,inference_time_s,tokens_generated,tokens_per_second,cpu_power_w,gpu_power_w,ram_power_w,cpu_energy_wh,gpu_energy_wh,ram_energy_wh,total_energy_wh,emissions_kg_co2,emissions_mg_co2,carbon_intensity,duration_s,country_iso_code,cpu_count,cpu_model,gpu_count,gpu_model,ram_total_gb
2026-06-12T10:40:47.528302,llama-2-7b,q4,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,1,7.1657469272613525,125,17.444099166333974,0.09060678098747633,0.0,3.0001987010191935,0.0001803514617916808,0.0,0.005971851284167163,0.006152202745958844,1.4614557623025234e-07,0.14614557623025234,26,7.1657469272613525,PRY,10,Apple M4,1,Apple M4,16.0
2026-06-12T10:41:05.907270,llama-2-7b,q4,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,2,13.988714933395386,256,18.30046585543386,0.05820236170421355,0.0,3.0001080746030686,0.00022616006842516995,0.0,0.01165768239583334,0.011883842464258509,2.8230067773846085e-07,0.28230067773846085,26,13.988714933395386,PRY,10,Apple M4,1,Apple M4,16.0
2026-06-12T10:41:23.057057,llama-2-7b,q4,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,3,13.919897079467773,256,18.39094057510001,0.0536008818055807,0.0,3.000035202314648,0.00020725521058400005,0.0,0.01160005034750005,0.01180730555808405,2.804825435322866e-07,0.28048254353228663,26,13.919897079467773,PRY,10,Apple M4,1,Apple M4,16.0
2026-06-12T10:41:43.243734,llama-2-7b,q4,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,4,13.92199182510376,256,18.38817341771367,0.054501225976287176,0.0,3.0000533615231575,0.00021076822847222298,0.0,0.011601866215000126,0.011812634443472348,2.806091312046856e-07,0.2806091312046856,26,13.92199182510376,PRY,10,Apple M4,1,Apple M4,16.0
2026-06-12T10:42:01.525108,llama-2-7b,q4,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,5,13.97525668144226,256,18.318089308509254,0.05240174376707231,0.0,3.0000853440978013,0.00020342439436111184,0.0,0.011646378541666612,0.011849802936027722,2.8149206874533854e-07,0.28149206874533855,26,13.97525668144226,PRY,10,Apple M4,1,Apple M4,16.0
2026-06-12T10:42:18.711143,llama-2-7b,q4,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,6,13.918032169342041,256,18.393404820826916,0.05510083399488079,0.0,3.00003318478992,0.00021302643891620178,0.0,0.011598488437499934,0.011811514876416136,2.805825358892653e-07,0.2805825358892653,26,13.918032169342041,PRY,10,Apple M4,1,Apple M4,16.0
2026-06-12T10:42:29.120248,llama-2-7b,q4,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,7,4.1303558349609375,75,18.15824180695785,0.05360524001974672,0.0,3.0002534876313245,6.150242108334511e-05,0.0,0.003442254027499984,0.0035037564485833296,8.323173443609698e-08,0.08323173443609698,26,4.1303558349609375,PRY,10,Apple M4,1,Apple M4,16.0
2026-06-12T10:42:47.320159,llama-2-7b,q4,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,8,13.924440860748291,256,18.384939299188687,0.05250192261495289,0.0,3.0000970983875193,0.0002030721990354152,0.0,0.011604076284166544,0.01180714848320196,2.804788122184625e-07,0.2804788122184625,26,13.924440860748291,PRY,10,Apple M4,1,Apple M4,16.0
2026-06-12T10:43:04.480911,llama-2-7b,q4,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,9,13.910634994506836,256,18.403185771252836,0.052200841681861156,0.0,3.000034363526778,0.00020170745973400247,0.0,0.011592328611666288,0.011794036071400291,2.801673268761139e-07,0.2801673268761139,26,13.910634994506836,PRY,10,Apple M4,1,Apple M4,16.0
2026-06-12T10:43:24.681855,llama-2-7b,q4,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,10,13.9186532497406,256,18.392584067339346,0.05790163916641464,0.0,3.00007305841745,0.0002238646772635902,0.0,0.011599160173333683,0.011823024850597273,2.808559553259382e-07,0.2808559553259382,26,13.9186532497406,PRY,10,Apple M4,1,Apple M4,16.0
2026-06-12T10:43:31.274849,llama-2-7b,q4,cpu,2,A farmer has 17 sheep. All but 9 die. How many sheep does the farmer have left? Explain.,Zheng et al. 2023,1,1.318742036819458,17,12.891073102515636,0.045214421421060386,0.0,3.000811960574928,1.656282172178403e-05,0.0,0.0010992491325002144,0.0011158119542219983,2.6506112972543568e-08,0.02650611297254357,26,1.318742036819458,PRY,10,Apple M4,1,Apple M4,16.0
2026-06-12T10:43:37.450466,llama-2-7b,q4,cpu,2,A farmer has 17 sheep. All but 9 die. How many sheep does the farmer have left? Explain.,Zheng et al. 2023,2,2.9394030570983887,53,18.03087190509987,0.04810356367219415,0.0,3.0001548201099077,3.9276600587604024e-05,0.0,0.0024496289583332024,0.002488905558920807,5.912395155216376e-08,0.05912395155216376,26,2.9394030570983887,PRY,10,Apple M4,1,Apple M4,16.0
