timestamp,model,quantization,device,prompt_id,prompt_text,paper_reference,repetition,inference_time_s,tokens_generated,tokens_per_second,cpu_power_w,gpu_power_w,ram_power_w,cpu_energy_wh,gpu_energy_wh,ram_energy_wh,total_energy_wh,emissions_kg_co2,emissions_mg_co2,carbon_intensity,duration_s,country_iso_code,cpu_count,cpu_model,gpu_count,gpu_model,ram_total_gb,tokens_input,tokens_output,tokens_total,energy_per_token,n_gpu_layers,n_threads,n_batch,seed,macos_version,llama_cpp_version,python_version
2026-06-20T13:39:53.789655,llama-2-7b,q4,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,1,6.070091009140015,131,21.581225026568347,0.23281487542316334,0.0,3.000159033625366,0.00039255763391672123,0.0,0.005058677326666536,0.005451234960583257,1.2949408648865527e-07,0.12949408648865526,26,6.070091009140015,PRY,10,Apple M4,1,Apple M4,16.0,28,131,159,4.161248061513937e-05,0,8,512,42,15.6.1,0.3.21,3.13.5
2026-06-20T13:39:58.966144,llama-2-7b,q4,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,2,0.9740228652954102,19,19.506728924928794,0.060030644170167194,0.0,3.001301078409477,1.624200556670985e-05,0.0,0.0008120377433351677,0.0008282797489018776,1.96757854351641e-08,0.0196757854351641,26,0.9740228652954102,PRY,10,Apple M4,1,Apple M4,16.0,28,19,47,4.3593670994835664e-05,0,8,512,42,15.6.1,0.3.21,3.13.5
2026-06-20T13:40:03.022064,llama-2-7b,q4,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,3,0.9066519737243652,19,20.95622195797068,0.016602902476651835,0.002285572438882392,3.000312501197664,4.181403972224871e-06,5.756163230007587e-07,0.0007556220141668747,0.0007603790344621002,1.806280396364719e-08,0.01806280396364719,26,0.9066519737243652,PRY,10,Apple M4,1,Apple M4,16.0,28,19,47,4.00199491822158e-05,0,8,512,42,15.6.1,0.3.21,3.13.5
2026-06-20T13:40:07.080717,llama-2-7b,q4,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,4,0.88885498046875,19,21.375815422646433,0.06521285959143222,0.0,3.0003547345774195,1.6101326399570506e-05,0.0,0.0007408000691672594,0.0007569013955668299,1.798019265169004e-08,0.01798019265169004,26,0.88885498046875,PRY,10,Apple M4,1,Apple M4,16.0,28,19,47,3.9836915556148944e-05,0,8,512,42,15.6.1,0.3.21,3.13.5
2026-06-20T13:40:11.235295,llama-2-7b,q4,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,5,0.8888850212097168,19,21.375093006002274,0.030408620550695386,0.0,3.0005878829711103,7.508268700878639e-06,0.0,0.000740882673332332,0.0007483909420332106,1.7778026827998916e-08,0.017778026827998915,26,0.8888850212097168,PRY,10,Apple M4,1,Apple M4,16.0,28,19,47,3.938899694911635e-05,0,8,512,42,15.6.1,0.3.21,3.13.5
2026-06-20T13:40:15.284672,llama-2-7b,q4,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,6,0.8973078727722168,19,21.174449234798125,0.02850451553267184,0.0,3.000295056685822,7.104812832506772e-06,0.0,0.0007478301041677091,0.0007549349170002157,1.7933478953340124e-08,0.017933478953340125,26,0.8973078727722168,PRY,10,Apple M4,1,Apple M4,16.0,28,19,47,3.973341668422188e-05,0,8,512,42,15.6.1,0.3.21,3.13.5
2026-06-20T13:40:22.366051,llama-2-7b,q4,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,7,0.8846161365509033,19,21.47824261275691,0.028510078314678448,0.0,3.0008118960532695,7.005687592081815e-06,0.0,0.000737379618334065,0.0007443853059261469,1.7682872942275617e-08,0.017682872942275617,26,0.8846161365509033,PRY,10,Apple M4,1,Apple M4,16.0,28,19,47,3.917817399611299e-05,0,8,512,42,15.6.1,0.3.21,3.13.5
2026-06-20T13:40:27.453769,llama-2-7b,q4,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,8,0.8949720859527588,19,21.229712410273898,0.02981085340018748,0.0,3.000881303622732,7.411078236554911e-06,0.0,0.0007460291666666307,0.0007534402449031857,1.7897973017675173e-08,0.01789797301767517,26,0.8949720859527588,PRY,10,Apple M4,1,Apple M4,16.0,28,19,47,3.965474973174662e-05,0,8,512,42,15.6.1,0.3.21,3.13.5
2026-06-20T13:40:31.502120,llama-2-7b,q4,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,9,0.8979048728942871,19,21.16037074033891,0.051511079357451826,0.0,3.0003969043118226,1.2847791434194533e-05,0.0,0.000748353055832922,0.0007612008472671167,1.8082326126830353e-08,0.018082326126830355,26,0.8979048728942871,PRY,10,Apple M4,1,Apple M4,16.0,28,19,47,4.006320248774298e-05,0,8,512,42,15.6.1,0.3.21,3.13.5
2026-06-20T13:40:35.603417,llama-2-7b,q4,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,10,0.8992230892181396,19,21.129350689293577,0.01760314372280441,0.0,3.000329016621922,4.396987021769746e-06,0.0,0.0007494347574993299,0.0007538317445210997,1.790727309109872e-08,0.01790727309109872,26,0.8992230892181396,PRY,10,Apple M4,1,Apple M4,16.0,28,19,47,3.967535497479472e-05,0,8,512,42,15.6.1,0.3.21,3.13.5
2026-06-20T13:40:50.423417,llama-2-7b,q4,cpu,2,A farmer has 17 sheep. All but 9 die. How many sheep does the farmer have left? Explain.,Zheng et al. 2023,1,11.613651275634766,256,22.04302453416037,0.043999973223237204,0.0,2.9999826001406777,0.00014194454031998452,0.0,0.009677986597501635,0.00981993113782162,2.3327246417895253e-07,0.23327246417895253,26,11.613651275634766,PRY,10,Apple M4,1,Apple M4,16.0,29,256,285,3.83591060071157e-05,0,8,512,42,15.6.1,0.3.21,3.13.5
2026-06-20T13:41:07.933443,llama-2-7b,q4,cpu,2,A farmer has 17 sheep. All but 9 die. How many sheep does the farmer have left? Explain.,Zheng et al. 2023,2,11.280670881271362,256,22.693685747451582,0.04910168677949074,0.0,3.000086440531657,0.00015386110229853006,0.0,0.00940082993083403,0.009554691033132562,2.26971685492064e-07,0.22697168549206398,26,11.280670881271362,PRY,10,Apple M4,1,Apple M4,16.0,29,256,285,3.732301184817407e-05,0,8,512,42,15.6.1,0.3.21,3.13.5
2026-06-20T13:41:23.379303,llama-2-7b,q4,cpu,2,A farmer has 17 sheep. All but 9 die. How many sheep does the farmer have left? Explain.,Zheng et al. 2023,3,11.189673900604248,256,22.878235976669156,0.05810075296156717,0.0,3.000021329681698,0.0001805912441720842,0.0,0.009324794548332042,0.009505385792504125,2.2580043950093547e-07,0.22580043950093548,26,11.189673900604248,PRY,10,Apple M4,1,Apple M4,16.0,29,256,285,3.713041325196924e-05,0,8,512,42,15.6.1,0.3.21,3.13.5
2026-06-20T13:41:37.827945,llama-2-7b,q4,cpu,2,A farmer has 17 sheep. All but 9 die. How many sheep does the farmer have left? Explain.,Zheng et al. 2023,4,11.189028024673462,256,22.87955660093818,0.05360001485182177,0.0,2.9999859841246335,0.00016659224119442987,0.0,0.009324146458332811,0.00949073869952724,2.254524978072696e-07,0.2254524978072696,26,11.189028024673462,PRY,10,Apple M4,1,Apple M4,16.0,29,256,285,3.707319804502828e-05,0,8,512,42,15.6.1,0.3.21,3.13.5
2026-06-20T13:41:55.316521,llama-2-7b,q4,cpu,2,A farmer has 17 sheep. All but 9 die. How many sheep does the farmer have left? Explain.,Zheng et al. 2023,5,11.238159894943237,256,22.779529958030825,0.16150120925043682,0.128823077686559,3.0000069019458926,0.0005041601146619708,0.00040214842922229016,0.00936515479166701,0.01027146333555127,2.439986115360204e-07,0.2439986115360204,26,11.238159894943237,PRY,10,Apple M4,1,Apple M4,16.0,29,256,285,4.012290365449715e-05,0,8,512,42,15.6.1,0.3.21,3.13.5
2026-06-20T13:42:10.804956,llama-2-7b,q4,cpu,2,A farmer has 17 sheep. All but 9 die. How many sheep does the farmer have left? Explain.,Zheng et al. 2023,6,11.217207670211792,256,22.82207903485899,0.04910135326841802,0.0,3.000066136189185,0.0001529944656945215,0.0,0.009347879131667774,0.009500873597362295,2.2569325230534132e-07,0.22569325230534132,26,11.217207670211792,PRY,10,Apple M4,1,Apple M4,16.0,29,256,285,3.7112787489696465e-05,0,8,512,42,15.6.1,0.3.21,3.13.5
2026-06-20T13:42:25.240477,llama-2-7b,q4,cpu,2,A farmer has 17 sheep. All but 9 die. How many sheep does the farmer have left? Explain.,Zheng et al. 2023,7,11.213378190994263,256,22.829872999877935,0.048499972500464256,0.0,2.9999830605924656,0.00015106903719459093,0.0,0.009344429062499937,0.009495498099694527,2.2556555735824346e-07,0.22556555735824346,26,11.213378190994263,PRY,10,Apple M4,1,Apple M4,16.0,29,256,285,3.7091789451931745e-05,0,8,512,42,15.6.1,0.3.21,3.13.5
2026-06-20T13:42:42.726911,llama-2-7b,q4,cpu,2,A farmer has 17 sheep. All but 9 die. How many sheep does the farmer have left? Explain.,Zheng et al. 2023,8,11.232680797576904,256,22.79064139837606,0.053400439517473086,0.0,3.0000094685563288,0.00016661946987502413,0.0,0.009360596875000435,0.00952721634487546,2.2631902427251653e-07,0.22631902427251652,26,11.232680797576904,PRY,10,Apple M4,1,Apple M4,16.0,29,256,285,3.7215688847169764e-05,0,8,512,42,15.6.1,0.3.21,3.13.5
2026-06-20T13:42:58.240633,llama-2-7b,q4,cpu,2,A farmer has 17 sheep. All but 9 die. How many sheep does the farmer have left? Explain.,Zheng et al. 2023,9,11.246239185333252,256,22.76316515959056,0.06700227293926704,0.0,3.0000847343709247,0.00020931210762110522,0.0,0.00937213069416733,0.009581442801788437,2.2760717375648428e-07,0.2276071737564843,26,11.246239185333252,PRY,10,Apple M4,1,Apple M4,16.0,29,256,285,3.742751094448608e-05,0,8,512,42,15.6.1,0.3.21,3.13.5
2026-06-20T13:43:12.759676,llama-2-7b,q4,cpu,2,A farmer has 17 sheep. All but 9 die. How many sheep does the farmer have left? Explain.,Zheng et al. 2023,10,11.287516117095947,256,22.67992331920264,0.04850003261646539,0.0,2.9999850075708765,0.0001520680277327867,0.0,0.00940621642333402,0.009558284451066807,2.27057047135092e-07,0.227057047135092,26,11.287516117095947,PRY,10,Apple M4,1,Apple M4,16.0,29,256,285,3.7337048636979716e-05,0,8,512,42,15.6.1,0.3.21,3.13.5
