timestamp,model,quantization,device,prompt_id,prompt_text,paper_reference,repetition,inference_time_s,tokens_generated,tokens_per_second,cpu_power_w,gpu_power_w,ram_power_w,cpu_energy_wh,gpu_energy_wh,ram_energy_wh,total_energy_wh,emissions_kg_co2,emissions_mg_co2,carbon_intensity,duration_s,country_iso_code,cpu_count,cpu_model,gpu_count,gpu_model,ram_total_gb,tokens_input,tokens_output,tokens_total,energy_per_token,energy_per_1k_tokens,tokens_per_joule,latency_per_token_ms,n_gpu_layers,n_threads,n_batch,seed,macos_version,llama_cpp_version,python_version,cpu_freq_mhz,cpu_percent,ram_used_gb,ram_percent,llama_cpp_build_info,metal_backend,prompt_template,warmup_done
2026-06-21T18:33:08.556112,llama-2-7b,q4,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,1,11.533887147903442,256,22.195465996607577,0.06830078670773196,0.0,3.0000176594660037,0.00021882599055555663,0.0,0.009611629201666196,0.009830455192221753,2.3352246309122773e-07,0.23352246309122773,26,11.533887147903442,PRY,10,Apple M4,1,Apple M4,16.0,31,256,287,3.840021559461622e-05,0.03840021559461622,7233.755682786394,45.05424667149782,0,8,512,42,15.6.1,0.3.21,3.13.5,no_disponible_apple_silicon,44.9,7.3675689697265625,53.3,Version: 0.3.21,no,plain_text_no_template,yes
2026-06-21T18:33:24.062236,llama-2-7b,q4,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,2,11.306266069412231,256,22.642311655178343,0.06560189059199732,0.0,3.0000714351455917,0.00020603123046933133,0.0,0.00942211274249985,0.00962814397296918,2.2871656007788287e-07,0.22871656007788288,26,11.306266069412231,PRY,10,Apple M4,1,Apple M4,16.0,31,256,287,3.760993739441086e-05,0.03760993739441086,7385.754856881463,44.16510183364153,0,8,512,42,15.6.1,0.3.21,3.13.5,no_disponible_apple_silicon,62.6,7.7716217041015625,55.8,Version: 0.3.21,no,plain_text_no_template,yes
2026-06-21T18:33:38.453377,llama-2-7b,q4,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,3,11.195670127868652,256,22.865982748344457,0.048799798570414464,0.0,2.9999740740301957,0.00015176290197244349,0.0,0.009329644479166744,0.009481407381139189,2.252308323389614e-07,0.2252308323389614,26,11.195670127868652,PRY,10,Apple M4,1,Apple M4,16.0,31,256,287,3.7036747582574956e-05,0.037036747582574955,7500.058614986664,43.73308643698692,0,8,512,42,15.6.1,0.3.21,3.13.5,no_disponible_apple_silicon,64.4,7.737152099609375,55.6,Version: 0.3.21,no,plain_text_no_template,yes
2026-06-21T18:33:55.921861,llama-2-7b,q4,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,4,11.211211204528809,256,22.83428572789601,0.05130075235137596,0.0,3.000029268774728,0.00015976210265625105,0.0,0.009342767153333776,0.009502529255990027,2.2573258247604307e-07,0.22573258247604308,26,11.211211204528809,PRY,10,Apple M4,1,Apple M4,16.0,31,256,287,3.711925490621104e-05,0.03711925490621104,7483.38775871544,43.79379376769066,0,8,512,42,15.6.1,0.3.21,3.13.5,no_disponible_apple_silicon,53.0,7.723297119140625,55.5,Version: 0.3.21,no,plain_text_no_template,yes
2026-06-21T18:34:11.822036,llama-2-7b,q4,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,5,11.669804096221924,256,21.936957800592342,0.06520091876989831,0.0,3.0000255970306786,0.00021135609692733118,0.0,0.009724919722499788,0.009936275819427118,2.3603623209049118e-07,0.23603623209049118,26,11.669804096221924,PRY,10,Apple M4,1,Apple M4,16.0,31,256,287,3.881357741963718e-05,0.03881357741963718,7156.716701852894,45.58517225086689,0,8,512,42,15.6.1,0.3.21,3.13.5,no_disponible_apple_silicon,65.6,7.8395538330078125,56.2,Version: 0.3.21,no,plain_text_no_template,yes
2026-06-21T18:34:26.338330,llama-2-7b,q4,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,6,11.277239799499512,256,22.70059026423836,0.05229971397466355,0.0,2.9999708020309463,0.00016383233776042126,0.0,0.009397608368333294,0.009561440706093716,2.271320239732562e-07,0.22713202397325621,26,11.277239799499512,PRY,10,Apple M4,1,Apple M4,16.0,31,256,287,3.734937775817858e-05,0.03734937775817858,7437.279934789581,44.05171796679497,0,8,512,42,15.6.1,0.3.21,3.13.5,no_disponible_apple_silicon,64.8,7.8949737548828125,56.5,Version: 0.3.21,no,plain_text_no_template,yes
2026-06-21T18:34:43.883518,llama-2-7b,q4,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,7,11.228142023086548,256,22.79985410530345,0.05150040696279328,0.0,3.0000086217950077,0.00016062607878472175,0.0,0.009356811909999579,0.009517437988784301,2.2608673942357107e-07,0.22608673942357108,26,11.228142023086548,PRY,10,Apple M4,1,Apple M4,16.0,31,256,287,3.7177492143688676e-05,0.03717749214368868,7471.665294264177,43.85992977768183,0,8,512,42,15.6.1,0.3.21,3.13.5,no_disponible_apple_silicon,53.0,7.889373779296875,56.5,Version: 0.3.21,no,plain_text_no_template,yes
2026-06-21T18:34:59.359084,llama-2-7b,q4,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,8,11.216438055038452,256,22.823644970339238,0.048700229878649644,0.0,2.9999993610169464,0.00015173419769444626,0.0,0.009347029721667089,0.009498763919361535,2.2564313690443324e-07,0.22564313690443324,26,11.216438055038452,PRY,10,Apple M4,1,Apple M4,16.0,31,256,287,3.7104546560006e-05,0.037104546560005995,7486.354194587761,43.814211152493954,0,8,512,42,15.6.1,0.3.21,3.13.5,no_disponible_apple_silicon,60.1,7.7184295654296875,55.5,Version: 0.3.21,no,plain_text_no_template,yes
2026-06-21T18:35:13.952054,llama-2-7b,q4,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,9,11.356558084487915,256,22.542041179684016,0.05219982609517044,0.0,2.9999737482552766,0.00016466954362499196,0.0,0.009463715589999993,0.009628385133624986,2.287222888492615e-07,0.22872228884926152,26,11.356558084487915,PRY,10,Apple M4,1,Apple M4,16.0,31,256,287,3.76108794282226e-05,0.0376108794282226,7385.569867035276,44.36155501753092,0,8,512,42,15.6.1,0.3.21,3.13.5,no_disponible_apple_silicon,66.3,8.017044067382812,57.3,Version: 0.3.21,no,plain_text_no_template,yes
2026-06-21T18:35:31.420494,llama-2-7b,q4,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,10,11.22691297531128,256,22.802350081715325,0.04860068533452459,0.0,3.000027696755729,0.00015156546244199853,0.0,0.009355847187500028,0.009507412649942025,2.258485874993728e-07,0.2258485874993728,26,11.22691297531128,PRY,10,Apple M4,1,Apple M4,16.0,31,256,287,3.7138330663836037e-05,0.03713833066383604,7479.543986296285,43.855128809809685,0,8,512,42,15.6.1,0.3.21,3.13.5,no_disponible_apple_silicon,53.1,8.006088256835938,57.3,Version: 0.3.21,no,plain_text_no_template,yes
