timestamp,model,quantization,device,prompt_id,prompt_text,paper_reference,repetition,inference_time_s,tokens_generated,tokens_per_second,cpu_power_w,gpu_power_w,ram_power_w,cpu_energy_wh,gpu_energy_wh,ram_energy_wh,total_energy_wh,emissions_kg_co2,emissions_mg_co2,carbon_intensity,duration_s,country_iso_code,cpu_count,cpu_model,gpu_count,gpu_model,ram_total_gb
2026-05-25T18:40:39.153275,llama-2-7b,q4,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,1,7.177181243896484,125,17.416308123234412,0.06730400087884758,0.0,3.0001523951084685,0.0001341813924296826,0.0,0.005981288194167671,0.006115469586597353,1.4527298002962012e-07,0.1452729800296201,26,7.177181243896484,PRY,10,Apple M4,1,Apple M4,16.0
2026-05-25T18:40:56.279494,llama-2-7b,q4,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,2,8.107480764389038,125,15.417859583342437,0.09990403732020099,0.0,3.000057996663821,0.0002249916835717595,0.0,0.006756364583334289,0.006981356266906049,1.6584211812035318e-07,0.16584211812035318,26,8.107480764389038,PRY,10,Apple M4,1,Apple M4,16.0
2026-05-25T18:41:20.791649,llama-2-7b,q4,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,3,7.839385747909546,125,15.945126827485502,0.06630330506102385,0.0,3.0001220927639296,0.00014438255131519144,0.0,0.006533087326667252,0.006677469877982444,1.5862329695147295e-07,0.15862329695147295,26,7.839385747909546,PRY,10,Apple M4,1,Apple M4,16.0
2026-05-25T18:41:34.199659,llama-2-7b,q4,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,4,7.454369068145752,125,16.768689456785015,0.2474132026487183,0.09565368432985305,3.00012419516028,0.0005123081457987451,0.00019806607381184295,0.0062122313891662395,0.006922605608776827,1.6444649623649352e-07,0.16444649623649352,26,7.454369068145752,PRY,10,Apple M4,1,Apple M4,16.0
2026-05-25T18:41:57.726656,llama-2-7b,q4,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,5,7.909693956375122,125,15.803392734209575,0.08280711357637413,0.0,3.0002342387563505,0.00018193859049997634,0.0,0.006591926285000228,0.006773864875500204,1.6091316011750732e-07,0.16091316011750734,26,7.909693956375122,PRY,10,Apple M4,1,Apple M4,16.0
2026-05-25T18:42:20.141696,llama-2-7b,q4,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,6,7.8531341552734375,125,15.917211845421178,0.06720210799476242,0.0,3.0000626863326407,0.00014659643600001192,0.0,0.0065444152083334005,0.006691011644333412,1.5894498161114018e-07,0.15894498161114018,26,7.8531341552734375,PRY,10,Apple M4,1,Apple M4,16.0
2026-05-25T18:42:32.547744,llama-2-7b,q4,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,7,7.4840710163116455,125,16.702139748214655,0.20920618290511314,0.0,3.000061023079189,0.00043492053608704166,0.0,0.006236852708331449,0.006671773244418491,1.5848797342116124e-07,0.15848797342116125,26,7.4840710163116455,PRY,10,Apple M4,1,Apple M4,16.0
2026-05-25T18:42:52.405704,llama-2-7b,q4,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,8,7.809431076049805,125,16.006287626169556,0.07460624226777919,0.0,3.0002164878382716,0.00016184230745369313,0.0,0.006508328854167,0.006670171161620693,1.5844991594429954e-07,0.15844991594429955,26,7.809431076049805,PRY,10,Apple M4,1,Apple M4,16.0
2026-05-25T18:43:14.896772,llama-2-7b,q4,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,9,7.830903053283691,125,15.962399119164731,0.059902141363303324,0.0,3.000074108969375,0.0001303021838055898,0.0,0.006525913750001564,0.006656215933807154,1.5811840950758893e-07,0.15811840950758893,26,7.830903053283691,PRY,10,Apple M4,1,Apple M4,16.0
2026-05-25T18:43:26.811577,llama-2-7b,q4,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,10,7.152414798736572,125,17.476615033859677,0.05760165522155854,0.0,3.0000613052793303,0.00011444192534399918,0.0,0.005960467465832456,0.006074909391176455,1.4430947258739667e-07,0.14430947258739665,26,7.152414798736572,PRY,10,Apple M4,1,Apple M4,16.0
2026-05-25T18:43:46.060324,llama-2-7b,q4,cpu,2,A farmer has 17 sheep. All but 9 die. How many sheep does the farmer have left? Explain.,Zheng et al. 2023,1,11.448307275772095,202,17.644529897226814,0.054502373396189255,0.0,3.000115392402641,0.00017332219941623359,0.0,0.009540623020833057,0.009713945220249291,2.307547687070219e-07,0.2307547687070219,26,11.448307275772095,PRY,10,Apple M4,1,Apple M4,16.0
2026-05-25T18:44:09.903112,llama-2-7b,q4,cpu,2,A farmer has 17 sheep. All but 9 die. How many sheep does the farmer have left? Explain.,Zheng et al. 2023,2,12.654664993286133,202,15.962492891528148,0.08151012635947932,0.0,3.000113072463848,0.0002865231507332312,0.0,0.01054595163166899,0.01083247478240222,2.5732543845596473e-07,0.25732543845596473,26,12.654664993286133,PRY,10,Apple M4,1,Apple M4,16.0
2026-05-25T18:44:38.712762,llama-2-7b,q4,cpu,2,A farmer has 17 sheep. All but 9 die. How many sheep does the farmer have left? Explain.,Zheng et al. 2023,3,11.988574743270874,202,16.849375703594923,0.05660274479714234,0.0,3.0001298440568274,0.00018849617685411877,0.0,0.009990911354164685,0.010179407531018803,2.4181182589935165e-07,0.24181182589935166,26,11.988574743270874,PRY,10,Apple M4,1,Apple M4,16.0
2026-05-25T18:44:55.312008,llama-2-7b,q4,cpu,2,A farmer has 17 sheep. All but 9 die. How many sheep does the farmer have left? Explain.,Zheng et al. 2023,4,11.52140188217163,202,17.532588661157412,0.05940129037412362,0.0,3.0000486034157627,0.0001901072607555143,0.0,0.009601323785000206,0.009791431045755718,2.3259544449192708e-07,0.2325954444919271,26,11.52140188217163,PRY,10,Apple M4,1,Apple M4,16.0
