timestamp,model,quantization,device,prompt_id,prompt_text,paper_reference,repetition,inference_time_s,tokens_generated,tokens_per_second,cpu_power_w,gpu_power_w,ram_power_w,cpu_energy_wh,gpu_energy_wh,ram_energy_wh,total_energy_wh,emissions_kg_co2,emissions_mg_co2,carbon_intensity,duration_s,country_iso_code,cpu_count,cpu_model,gpu_count,gpu_model,ram_total_gb,tokens_input,tokens_output,tokens_total,energy_per_token,n_gpu_layers,n_threads,n_batch,seed,macos_version,llama_cpp_version,python_version
2026-06-20T10:30:23.176819,llama-2-7b,q4,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,1,6.089515924453735,131,21.51238318861141,0.0593053745217957,0.0,3.0002413125538787,0.00010031695071004658,0.0,0.0050750047916668945,0.005175321742376941,1.2293976799016422e-07,0.12293976799016422,26,6.089515924453735,PRY,10,Apple M4,1,Apple M4,16.0,28,131,159,3.9506272842572074e-05,0,8,512,42,15.6.1,0.3.21,3.13.5
2026-06-20T10:30:28.292985,llama-2-7b,q4,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,2,0.9421958923339844,19,20.16565785797863,0.11198378672739129,0.0,3.0020041713327865,2.9308517739598065e-05,0.0,0.0007856877774997885,0.0008149962952393866,1.9360236993411628e-08,0.019360236993411627,26,0.9421958923339844,PRY,10,Apple M4,1,Apple M4,16.0,28,19,47,4.289454185470456e-05,0,8,512,42,15.6.1,0.3.21,3.13.5
2026-06-20T10:30:42.950709,llama-2-7b,q4,cpu,2,A farmer has 17 sheep. All but 9 die. How many sheep does the farmer have left? Explain.,Zheng et al. 2023,1,11.480952739715576,256,22.297801045241652,0.04510025472033423,0.0,3.0000022673948346,0.000143831636942581,0.0,0.009567467847499907,0.009711299484442487,2.306919192529313e-07,0.2306919192529313,26,11.480952739715576,PRY,10,Apple M4,1,Apple M4,16.0,29,256,285,3.793476361110347e-05,0,8,512,42,15.6.1,0.3.21,3.13.5
2026-06-20T10:30:57.313163,llama-2-7b,q4,cpu,2,A farmer has 17 sheep. All but 9 die. How many sheep does the farmer have left? Explain.,Zheng et al. 2023,2,11.155558824539185,256,22.94820044665713,0.04960039834724123,0.0,3.000008070270935,0.00015370004485645158,0.0,0.00929632402833325,0.009450024073189702,2.2448532185862138e-07,0.22448532185862138,26,11.155558824539185,PRY,10,Apple M4,1,Apple M4,16.0,29,256,285,3.6914156535897274e-05,0,8,512,42,15.6.1,0.3.21,3.13.5
2026-06-20T10:31:20.045782,llama-2-7b,q4,gpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,1,11.02630090713501,256,23.217215107411494,0.048601427383796934,0.0,3.000079596285553,0.00014885943412500457,0.0,0.00918882788166684,0.009337687315791845,2.2181676218663526e-07,0.22181676218663526,26,11.02630090713501,PRY,10,Apple M4,1,Apple M4,16.0,28,256,284,3.6475341077311894e-05,-1,8,512,42,15.6.1,0.3.21,3.13.5
2026-06-20T10:31:35.561830,llama-2-7b,q4,gpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,2,10.98710298538208,256,23.3000455480028,0.050601814207921425,0.0,3.000098835685531,0.00015443537331933413,0.0,0.009156220798333833,0.009310656171653168,2.21174637357621e-07,0.221174637357621,26,10.98710298538208,PRY,10,Apple M4,1,Apple M4,16.0,28,256,284,3.636975067052019e-05,-1,8,512,42,15.6.1,0.3.21,3.13.5
2026-06-20T10:31:50.104100,llama-2-7b,q4,gpu,2,A farmer has 17 sheep. All but 9 die. How many sheep does the farmer have left? Explain.,Zheng et al. 2023,1,11.033250093460083,256,23.202591968049653,0.048500189158194214,0.0,3.000002976966861,0.00014864297682291055,0.0,0.009194384201666708,0.009343027178489617,2.2194361062502085e-07,0.22194361062502085,26,11.033250093460083,PRY,10,Apple M4,1,Apple M4,16.0,29,256,285,3.649619991597507e-05,-1,8,512,42,15.6.1,0.3.21,3.13.5
2026-06-20T10:32:07.546294,llama-2-7b,q4,gpu,2,A farmer has 17 sheep. All but 9 die. How many sheep does the farmer have left? Explain.,Zheng et al. 2023,2,10.925005674362183,256,23.432482108522624,0.049701202469327965,0.0,3.0000638080139317,0.00015082942194445326,0.0,0.009104365035000228,0.009255194456944681,2.1985714432472088e-07,0.2198571443247209,26,10.925005674362183,PRY,10,Apple M4,1,Apple M4,16.0,29,256,285,3.615310334744016e-05,-1,8,512,42,15.6.1,0.3.21,3.13.5
2026-06-20T10:32:51.960685,llama-2-7b,q8,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,1,20.245141983032227,256,12.645008872477044,9.415734640496561,0.0,2.5153029942531417,0.05295080129761327,0.0,0.014145185069166928,0.0670959863667802,1.5938651561428635e-06,1.5938651561428634,26,20.245141983032227,PRY,10,Apple M4,1,Apple M4,16.0,28,256,284,0.00026209369674523516,0,8,512,42,15.6.1,0.3.21,3.13.5
2026-06-20T10:33:16.075682,llama-2-7b,q8,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,2,17.871440172195435,256,14.324531069314009,11.17763102136952,0.0,5.518956323701851,0.05548899001813364,0.0,0.02739769381999925,0.0828866838381329,1.968973174574847e-06,1.9689731745748469,26,17.871440172195435,PRY,10,Apple M4,1,Apple M4,16.0,28,256,284,0.00032377610874270664,0,8,512,42,15.6.1,0.3.21,3.13.5
